Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
Pack@GPU-0@(int32 2x1)(int32 1x1)->(int32 2x1)	3.96	4.39	0.9020501138952165	11.88	13.18	0.9013657056145676	3.00	3.00	1.0	8501.020000000002	0.0013462137737612965	0.9633156746650045	8491.140000000003	0.0014929735093486417	0.961839687721595
Mul@GPU-0@(int32 1x1)(int32 1x1)->(int32 1x1)	11.01	10.47	1.0515759312320916	11.01	10.47	1.0515759312320916	1.00	1.00	1.0	8512.030000000002	0.0012476274115414035	0.9645633020765458	8501.610000000002	0.0011859964068953173	0.9630256841284903
VariableV2@GPU-0@(no input)->(400x800)	5.35	5.62	0.9519572953736654	10.70	11.23	0.9528049866429207	2.00	2.00	1.0	8522.730000000003	0.0012124989376469588	0.9657758010141928	8512.840000000002	0.0012720859264025227	0.9642977700548928
SplitV@GPU-0@(20x4000)(1)(1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	9.93	10.03	0.9900299102691924	9.93	10.03	0.9900299102691924	1.00	1.00	1.0	8532.660000000003	0.0011252443411994674	0.9669010453553922	8522.870000000003	0.0011361551061279875	0.9654339251610208
StridedSlice@GPU-0@(1|2|3x1)(int32 2x1)(int32 2x1)(1|2|3x1)->(int32 20x20)	4.75	5.05	0.9405940594059407	9.50	10.11	0.9396636993076163	2.00	2.00	1.0	8542.160000000003	0.001076517748378141	0.9679775631037704	8532.980000000003	0.0011452171608129565	0.9665791423218337
VariableV2@CPU-0@(no input)->(10000x200)	9.33	10.75	0.867906976744186	9.33	10.75	0.867906976744186	1.00	1.00	1.0	8551.490000000003	0.0010572537465650584	0.9690348168503354	8543.730000000003	0.0012177135982927086	0.9677968559201264
Maximum@GPU-0@(int32 2x1)(int32 1x1)->(int32 2x1)	8.38	9.90	0.8464646464646465	8.38	9.90	0.8464646464646465	1.00	1.00	1.0	8559.870000000003	0.0009496019717272445	0.9699844188220627	8553.630000000003	0.001121429267264913	0.9689182851873913
Add@GPU-0@(int32 1x1)(int32 1x1)->(int32 1x1)	8.34	8.46	0.9858156028368793	8.34	8.46	0.9858156028368793	1.00	1.00	1.0	8568.210000000003	0.0009450692654182838	0.9709294880874809	8562.090000000002	0.0009583122829354712	0.9698765974703268
NoOp@GPU-0@(no input)->(no output info)	2.74	2.63	1.0418250950570342	8.23	7.90	1.0417721518987342	3.00	3.00	1.0	8576.440000000002	0.0009326043230686422	0.9718620924105495	8569.990000000002	0.0008948779001406882	0.9707714753704675
Const@GPU-0@(no input)->(int32 2x1)	0.82	0.79	1.0379746835443038	8.20	7.94	1.0327455919395465	10.00	10.00	1.0	8584.640000000003	0.0009292047933369216	0.9727912972038865	8577.930000000002	0.0008994089274831727	0.9716708842979507
ConcatV2@GPU-0@(1|2|3x1)(int32 1x1)(1)->(int32 2x1)	8.03	7.95	1.010062893081761	8.03	7.95	1.010062893081761	1.00	1.00	1.0	8592.670000000004	0.0009099407915238391	0.9737012379954103	8585.880000000003	0.0009005416843187938	0.9725714259822694
MEMCPYHtoD@GPU-0@(Transfer)->(16000 bytes)	2.00	2.28	0.8771929824561404	7.99	9.11	0.8770581778265643	4.00	4.00	1.0	8600.660000000003	0.0009054080852148787	0.9746066460806252	8594.990000000003	0.001031941477250844	0.9736033674595203
Pack@GPU-0@(int32 1x1)(int32 1x1)->(int32 2x1)	7.13	8.09	0.8813349814585909	7.13	8.09	0.8813349814585909	1.00	1.00	1.0	8607.790000000003	0.0008079548995722258	0.9754146009801974	8603.080000000004	0.0009164002800174895	0.9745197677395377
MEMCPYDtoD@GPU-0@(Transfer)->(4 bytes)	7.00	7.09	0.9873060648801129	7.00	7.09	0.9873060648801129	1.00	1.00	1.0	8614.790000000003	0.0007932236040681039	0.9762078245842655	8610.170000000004	0.0008031245964553771	0.9753228923359931
L2Loss@GPU-0@(400x200)->(1x1)	5.82	5.96	0.976510067114094	5.82	5.96	0.976510067114094	1.00	1.00	1.0	8620.610000000002	0.0006595087679537664	0.9768673333522192	8616.130000000003	0.0006751230740301901	0.9759980154100233
L2Loss@GPU-0@(10000x1)->(1x1)	5.65	5.71	0.989492119089317	5.65	5.71	0.989492119089317	1.00	1.00	1.0	8626.260000000002	0.0006402447661406839	0.9775075781183599	8621.840000000002	0.0006468041531396619	0.976644819563163
Const@GPU-0@(no input)->(1x1)	1.39	1.19	1.1680672268907564	5.56	4.76	1.1680672268907564	4.00	4.00	1.0	8631.820000000002	0.0006300461769455225	0.9781376242953054	8626.600000000002	0.0005391922537556551	0.9771840118169186
VariableV2@GPU-0@(no input)->(800x1)	2.75	3.44	0.7994186046511628	5.49	6.87	0.7991266375545851	2.00	2.00	1.0	8637.310000000001	0.0006221139409048415	0.9787597382362102	8633.470000000003	0.0007782039460717124	0.9779622157629904
StridedSliceGrad@GPU-0@(int32 3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	5.26	5.31	0.9905838041431262	5.26	5.31	0.9905838041431262	1.00	1.00	1.0	8642.570000000002	0.0005960508796283181	0.9793557891158385	8638.780000000002	0.000601493879714817	0.9785637096427052
L2Loss@GPU-0@(800x1)->(1x1)	2.56	2.75	0.9309090909090909	5.12	5.50	0.9309090909090909	2.00	2.00	1.0	8647.690000000002	0.000580186407546956	0.9799359755233855	8644.280000000002	0.0006230162595916184	0.9791867259022968
Const@CPU-0@(no input)->(int32 1x1)	5.12	6.37	0.8037676609105181	5.12	6.37	0.8037676609105181	1.00	1.00	1.0	8652.810000000003	0.000580186407546956	0.9805161619309325	8650.650000000003	0.0007215661042906562	0.9799082920065875
ApplyGradientDescent@GPU-0@(800x1)(1x1)(800x1)->(800x1)	2.54	2.60	0.9769230769230769	5.08	5.20	0.9769230769230769	2.00	2.00	1.0	8657.890000000003	0.0005756537012379954	0.9810918156321705	8655.850000000004	0.0005890335545229846	0.9804973255611105
StridedSliceGrad@GPU-0@(1|2|3x1)(int32 3x1)(int32 3x1)(int32 3x1)(20x200)->(20x20x200)	5.04	4.93	1.0223123732251522	5.04	4.93	1.0223123732251522	1.00	1.00	1.0	8662.930000000004	0.0005711209949290348	0.9816629366270996	8660.780000000004	0.0005584491199612143	0.9810557746810716
DynamicStitch@GPU-0@(1)(1)(int32 2x1)(1)->(int32 2x1)	4.85	5.62	0.8629893238434163	4.85	5.62	0.8629893238434163	1.00	1.00	1.0	8667.780000000004	0.0005495906399614719	0.9822125272670611	8666.400000000005	0.0006366093416190719	0.9816923840226907
Add@GPU-0@(1)(1|2|3x1)->(int32 1x1)	2.34	2.37	0.9873417721518987	4.68	4.73	0.989429175475687	2.00	2.00	1.0	8672.460000000005	0.0005303266381483894	0.9827428539052094	8671.130000000005	0.0005357939832487919	0.9822281780059394
MEMCPYDtoH@GPU-0@(Transfer)->(16000 bytes)	1.04	1.18	0.8813559322033899	4.15	4.73	0.8773784355179703	4.00	4.00	1.0	8676.610000000004	0.0004702682795546616	0.9832131221847641	8675.860000000004	0.0005357939832487919	0.9827639719891882
ExpandDims@GPU-0@(400x1)(int32 1x1)->(400x1)	4.04	3.78	1.0687830687830688	4.04	3.78	1.0687830687830688	1.00	1.00	1.0	8680.650000000005	0.00045780333720502	0.9836709255219691	8679.640000000005	0.00042818208386478495	0.9831921540730529
