Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
ConcatV2@GPU-0@(int32 2x1)(int32 1x1)(int32 1x1)->(int32 3x1)	9.62	9.98	0.9639278557114227	28.87	29.93	0.9645840294019379	3.00	3.00	1.0	127870.42000000011	0.00021974818395670818	0.973304211180518	129539.21999999993	0.0002238380576151536	0.9687874169656545
Shape@GPU-0@(128x49)->(int32 2x1)	102.00	108.86	0.9369832812787066	28.56	30.48	0.9370078740157479	0.28	0.28	1.0	127898.98000000011	0.0002173885740839482	0.973521599754602	129569.69999999992	0.00022795135302739332	0.969015368318682
Sum@GPU-0@(128x29)(int32 2x1)(int32 1x1)->(1x1)	123.87	125.22	0.9892189746046958	28.49	28.80	0.989236111111111	0.23	0.23	1.0	127927.47000000012	0.0002168557589513895	0.9737384555135533	129598.49999999993	0.00021538710522273384	0.9692307554239047
Shape@GPU-0@(128x1x19)->(int32 3x1)	78.67	78.03	1.0082019735998975	28.32	28.09	1.008187967248131	0.36	0.36	1.0	127955.79000000012	0.00021556177934374697	0.9739540172928971	129626.58999999992	0.00021007721478147895	0.9694408326386862
MEMCPYDtoD@GPU-0@(Transfer)->(4 bytes)	14.11	14.04	1.004985754985755	28.22	28.08	1.004985754985755	2.00	2.00	1.0	127984.01000000013	0.0002148006148686631	0.9741688179077658	129654.66999999993	0.0002100024275921655	0.9696508350662784
Switch@CPU-0@(1x1)(int32 1x1)(boolean 1x1)->(1x1)	28.13	28.45	0.9887521968365554	28.13	28.45	0.9887521968365554	1.00	1.00	1.0	128012.14000000013	0.00021411556684108765	0.9743829334746068	129683.11999999992	0.0002127695535967631	0.9698636046198751
StackPopV2@GPU-0@(tf_resource 1x1)->(128x39)	65.40	70.45	0.9283179559971612	27.47	29.59	0.9283541737073335	0.42	0.42	1.0	128039.61000000013	0.00020909188130553423	0.9745920253559124	129712.70999999992	0.00022129529317849633	0.9700848999130536
Sub@GPU-0@(128x29)(128x1)->(128x29)	119.30	112.30	1.06233303650935	27.44	25.83	1.0623306233062333	0.23	0.23	1.0	128067.05000000013	0.0002088635319630091	0.9748008888878754	129738.53999999992	0.0001931753099966394	0.9702780752230502
Less@GPU-0@(int32 1x1)(int32 1x1)->(boolean 1x1)	13.71	13.39	1.023898431665422	27.41	26.78	1.0235250186706497	2.00	2.00	1.0	128094.46000000014	0.00020863518262048393	0.9750095240704959	129765.31999999992	0.0002002800929814171	0.9704783553160317
Shape@GPU-0@(128x1x29)->(int32 3x1)	117.74	119.09	0.9886640356033252	27.08	27.39	0.9886820007301934	0.23	0.23	1.0	128121.54000000014	0.0002061233398527072	0.9752156474103486	129792.70999999992	0.0002048421115295375	0.9706831974275612
MatMul@GPU-0@(2304x128)(2304x17191)->(128x17191)	2650.00	2687.00	0.9862299962783774	26.50	26.87	0.9862299962783774	0.01	0.01	1.0	128148.04000000014	0.00020170858589722086	0.9754173559962458	129819.57999999991	0.00020095317768523813	0.9708841506052464
Fill@GPU-0@(int32 2x1)(1x1)->(128x50)	293.11	279.67	1.048056638180713	26.38	25.17	1.048073102900278	0.09	0.09	1.0	128174.42000000014	0.00020079518852712024	0.9756181511847729	129844.74999999991	0.00018823935550195178	0.9710723899607483
VariableV2@CPU-0@(no input)->(int32 1x1)	26.34	13.39	1.9671396564600447	26.34	13.39	1.9671396564600447	1.00	1.00	1.0	128200.76000000014	0.0002004907227370867	0.97581864190751	129858.13999999991	0.00010014004649070855	0.971172530007239
L2Loss@GPU-0@(2432x128)->(1x1)	18.48	18.30	1.0098360655737704	26.24	25.98	1.010007698229407	1.42	1.42	1.0	128227.00000000015	0.00019972955826200284	0.976018371465772	129884.11999999991	0.00019429711783634115	0.9713668271250754
Switch@GPU-0@(384x512)(int32 1x1)(boolean 1x1)->(384x512)	26.02	25.15	1.0345924453280317	26.02	25.15	1.0345924453280317	1.00	1.00	1.0	128253.02000000015	0.00019805499641681838	0.9762164264621888	129909.2699999999	0.00018808978112332486	0.9715549169061987
MEMCPYHtoD@GPU-0@(Transfer)->(2432 bytes)	17.85	17.66	1.0107587768969424	25.52	25.26	1.0102929532858274	1.43	1.43	1.0	128278.54000000015	0.00019424917404139912	0.9764106756362302	129934.5299999999	0.00018891244020577283	0.9717438293464045
Sum@GPU-0@(128x19)(int32 2x1)(int32 1x1)->(1x1)	70.81	67.14	1.0546619005064046	25.49	24.17	1.0546131568059576	0.36	0.36	1.0	128304.03000000016	0.00019402082469887393	0.9766046964609291	129958.6999999999	0.00018076063657060685	0.971924589982975
Sub@GPU-0@(128x19)(128x1)->(128x19)	70.00	65.86	1.0628606134224112	25.20	23.71	1.0628426824124841	0.36	0.36	1.0	128329.23000000016	0.00019181344772113077	0.9767965099086502	129982.4099999999	0.00017732042586218817	0.9721019104088372
StackPopV2@GPU-0@(tf_resource 1x1)->(128x50)	91.59	92.93	0.9855805444958571	24.73	25.09	0.9856516540454364	0.27	0.27	1.0	128353.96000000015	0.00018823597468823667	0.9769847458833384	130007.4999999999	0.00018764105798744417	0.9722895514668246
Merge@GPU-0@(128x39x128)(128x39x128)->(128x39x128)(int32 1x1)	87.29	88.04	0.9914811449341209	24.44	24.65	0.9914807302231239	0.28	0.28	1.0	128378.40000000015	0.00018602859771049351	0.9771707744810488	130032.14999999989	0.00018435042165765238	0.9724739018884823
