Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
167	     1.81	     2.00	     3.62	     0.01	 49277.98	    99.80	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x128x128)
168	     1.20	     3.00	     3.60	     0.01	 49281.58	    99.80	     0.00	     0.00	Const	GPU-0	(no input)->(5x5x48x64)
169	     3.39	     1.00	     3.39	     0.01	 49284.97	    99.81	     0.00	     0.00	ExpandDims	GPU-0	(100x100x3)(int32 1x1)->(1x100x100x3)
170	     3.12	     1.00	     3.12	     0.01	 49288.09	    99.82	     0.00	     0.00	Identity	GPU-0	(1x147x147x32)->(1x147x147x32)
171	     1.51	     2.00	     3.02	     0.01	 49291.11	    99.82	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x128x128)
172	     3.01	     1.00	     3.01	     0.01	 49294.12	    99.83	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(30000 bytes)
173	     2.98	     1.00	     2.98	     0.01	 49297.10	    99.83	     0.00	     0.00	Identity	GPU-0	(1x149x149x32)->(1x149x149x32)
174	     2.82	     1.00	     2.82	     0.01	 49299.92	    99.84	     0.00	     0.00	_Arg	CPU-0	(no input)->(string 1x1)
175	     1.41	     2.00	     2.81	     0.01	 49302.73	    99.85	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x160x192)
176	     2.78	     1.00	     2.78	     0.01	 49305.51	    99.85	     0.00	     0.00	Relu	GPU-0	(1x35x35x32)->(1x35x35x32)
177	     2.61	     1.00	     2.61	     0.01	 49308.12	    99.86	     0.00	     0.00	Identity	GPU-0	(1x73x73x80)->(1x73x73x80)
178	     1.30	     2.00	     2.60	     0.01	 49310.72	    99.86	     0.00	     0.00	Const	GPU-0	(no input)->(1x1)
179	     2.53	     1.00	     2.53	     0.01	 49313.25	    99.87	     0.00	     0.00	Reshape	GPU-0	(1x1x1x2048)(int32 2x1)->(1x2048)
180	     1.26	     2.00	     2.52	     0.01	 49315.77	    99.87	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x160x192)
181	     1.25	     2.00	     2.51	     0.01	 49318.28	    99.88	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x448x384)
182	     1.23	     2.00	     2.45	     0.00	 49320.73	    99.88	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x192x64)
183	     2.40	     1.00	     2.40	     0.00	 49323.13	    99.89	     0.00	     0.00	Identity	GPU-0	(1x35x35x32)->(1x35x35x32)
184	     2.37	     1.00	     2.37	     0.00	 49325.50	    99.89	     0.00	     0.00	Cast	GPU-0	(uint8 100x100x3)->(100x100x3)
185	     2.02	     1.00	     2.02	     0.00	 49327.52	    99.90	     0.00	     0.00	Relu	GPU-0	(1x17x17x96)->(1x17x17x96)
186	     2.01	     1.00	     2.01	     0.00	 49329.53	    99.90	  1008.00	     0.50	BiasAdd	GPU-0	(1x1008)(1008x1)->(1x1008)
187	     1.97	     1.00	     1.97	     0.00	 49331.50	    99.90	     0.00	     0.00	Identity	GPU-0	(1x8x8x2048)->(1x8x8x2048)
188	     1.95	     1.00	     1.95	     0.00	 49333.45	    99.91	     0.00	     0.00	Identity	GPU-0	(1x17x17x768)->(1x17x17x768)
189	     1.94	     1.00	     1.94	     0.00	 49335.39	    99.91	     0.00	     0.00	Identity	GPU-0	(1x17x17x96)->(1x17x17x96)
190	     1.93	     1.00	     1.93	     0.00	 49337.32	    99.92	     0.00	     0.00	Identity	GPU-0	(1x17x17x384)->(1x17x17x384)
191	     1.83	     1.00	     1.83	     0.00	 49339.15	    99.92	     0.00	     0.00	Identity	GPU-0	(1x35x35x288)->(1x35x35x288)
192	     0.91	     2.00	     1.81	     0.00	 49340.96	    99.92	     0.00	     0.00	Const	GPU-0	(no input)->(int32 2x1)
193	     1.80	     1.00	     1.80	     0.00	 49342.76	    99.93	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x128x192)
194	     1.80	     1.00	     1.80	     0.00	 49344.56	    99.93	     0.00	     0.00	Const	GPU-0	(no input)->(1008x1)
195	     0.84	     2.00	     1.69	     0.00	 49346.25	    99.93	     0.00	     0.00	Const	GPU-0	(no input)->(int32 1x1)
196	     1.67	     1.00	     1.67	     0.00	 49347.92	    99.94	     0.00	     0.00	Const	GPU-0	(no input)->(2048x1008)
197	     1.65	     1.00	     1.65	     0.00	 49349.57	    99.94	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x192)
198	     1.55	     1.00	     1.55	     0.00	 49351.12	    99.94	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x192x48)
199	     1.50	     1.00	     1.50	     0.00	 49352.62	    99.95	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x3x32)
200	     1.46	     1.00	     1.46	     0.00	 49354.08	    99.95	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x32x64)
201	     1.46	     1.00	     1.46	     0.00	 49355.54	    99.95	     0.00	     0.00	NoOp	CPU-0	(no input)->(no output info)
202	     1.44	     1.00	     1.44	     0.00	 49356.98	    99.96	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x256x48)
203	     1.41	     1.00	     1.41	     0.00	 49358.39	    99.96	     0.00	     0.00	_Retval	CPU-0	(1x1008)->(no output info)
204	     1.39	     1.00	     1.39	     0.00	 49359.78	    99.96	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x128x192)
205	     1.38	     1.00	     1.38	     0.00	 49361.16	    99.96	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x288x384)
206	     1.38	     1.00	     1.38	     0.00	 49362.54	    99.97	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x320)
207	     1.32	     1.00	     1.32	     0.00	 49363.86	    99.97	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x192)
208	     1.31	     1.00	     1.31	     0.00	 49365.17	    99.97	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x448)
209	     1.22	     1.00	     1.22	     0.00	 49366.39	    99.97	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x384)
210	     1.22	     1.00	     1.22	     0.00	 49367.61	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x192x32)
211	     1.21	     1.00	     1.21	     0.00	 49368.82	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x288x48)
212	     1.18	     1.00	     1.18	     0.00	 49370.00	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x192x320)
213	     1.18	     1.00	     1.18	     0.00	 49371.18	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x192x192)
214	     1.18	     1.00	     1.18	     0.00	 49372.36	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x448)
215	     1.17	     1.00	     1.17	     0.00	 49373.53	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x64x80)
216	     1.17	     1.00	     1.17	     0.00	 49374.70	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x80x192)
217	     1.16	     1.00	     1.16	     0.00	 49375.86	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x384)
218	     1.15	     1.00	     1.15	     0.00	 49377.01	   100.00	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x32x32)
219	     1.13	     1.00	     1.13	     0.00	 49378.14	   100.00	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x320)
220	     1.01	     1.00	     1.01	     0.00	 49379.15	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(4032 bytes)
