Momentum/update_resnet_model/batch_normalization_17/gamma/ApplyMomentum@GPU-0@(128x1)(128x1)(1x1)(int32 1x1 slot 1 slot )(128x1)(1x1)->(128x1)	Momentum/update_resnet_model/batch_normalization_17/gamma/ApplyMomentum	ApplyMomentum	GPU-0	0	3	3	(128x1)(128x1)(1x1)(int32 1x1 slot 1 slot )(128x1)(1x1)->(128x1)	1	1	0
PiecewiseConstant/Const@GPU-0@(no input)->(int32 1x1)	PiecewiseConstant/Const	Const	GPU-0	0	1	2	(no input)->(int32 1x1)	0	1	0
resnet_model/batch_normalization_15/moving_variance@GPU-0@(no input)->(512x1)	resnet_model/batch_normalization_15/moving_variance	VariableV2	GPU-0	0	3	4	(no input)->(512x1)	0	1	0
gradients/resnet_model/batch_normalization_33/FusedBatchNorm_grad/FusedBatchNormGrad@GPU-0@(64x1024x14x14)(64x1024x14x14)(1024x1)(1024x1)(1024x1)->(64x1024x14x14)(1024x1 slot 1 slot )(1024x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	gradients/resnet_model/batch_normalization_33/FusedBatchNorm_grad/FusedBatchNormGrad	FusedBatchNormGrad	GPU-0	0	1120	1120	(64x1024x14x14)(64x1024x14x14)(1024x1)(1024x1)(1024x1)->(64x1024x14x14)(1024x1 slot 1 slot )(1024x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	1	1	0
resnet_model/batch_normalization_47/moving_mean/read@GPU-0@(512x1)->(512x1)	resnet_model/batch_normalization_47/moving_mean/read	Identity	GPU-0	0	1	2	(512x1)->(512x1)	0	1	0
ConstantFolding/gradients/resnet_model/conv2d_36/Conv2D_grad/ShapeN-matshapes-1@GPU-0@(no input)->(int32 4x1)	ConstantFolding/gradients/resnet_model/conv2d_36/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	1	1	3	(no input)->(int32 4x1)	0	1	0
Momentum/update_resnet_model/conv2d_7/kernel/ApplyMomentum@GPU-0@(1x1x64x256)(1x1x64x256)(1x1)(int32 1x1 slot 1 slot )(1x1x64x256)(1x1)->(1x1x64x256)	Momentum/update_resnet_model/conv2d_7/kernel/ApplyMomentum	ApplyMomentum	GPU-0	0	7	7	(1x1x64x256)(1x1x64x256)(1x1)(int32 1x1 slot 1 slot )(1x1x64x256)(1x1)->(1x1x64x256)	1	1	0
gradients/AddN_46@GPU-0@(1x1x512x128)(1x1x512x128)->(1x1x512x128)	gradients/AddN_46	AddN	GPU-0	0	4	4	(1x1x512x128)(1x1x512x128)->(1x1x512x128)	1	1	0
resnet_model/batch_normalization_7/FusedBatchNorm@GPU-0@(64x64x56x56)(64x1)(64x1)(1x1)(1x1)->(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(64x1 slot 3 slot )(64x1 slot 4 slot )	resnet_model/batch_normalization_7/FusedBatchNorm	FusedBatchNorm	GPU-0	0	1020	1020	(64x64x56x56)(64x1)(64x1)(1x1)(1x1)->(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(64x1 slot 3 slot )(64x1 slot 4 slot )	1	1	0
resnet_model/batch_normalization_23/AssignMovingAvg_1/mul@GPU-0@(256x1)(1x1)->(256x1)	resnet_model/batch_normalization_23/AssignMovingAvg_1/mul	Mul	GPU-0	0	2	2	(256x1)(1x1)->(256x1)	1	1	0
gradients/resnet_model/conv2d_26/Conv2D_grad/Conv2DBackpropInput@GPU-0@(int32 4x1)(3x3x256x256)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x256x30x30)	gradients/resnet_model/conv2d_26/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	GPU-0	0	10052	10052	(int32 4x1)(3x3x256x256)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x256x30x30)	1	1	0
Momentum/update_resnet_model/batch_normalization_40/gamma/ApplyMomentum@GPU-0@(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	Momentum/update_resnet_model/batch_normalization_40/gamma/ApplyMomentum	ApplyMomentum	GPU-0	0	4	4	(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	1	1	0
resnet_model/conv2d_4/kernel/read@GPU-0@(1x1x64x256)->(1x1x64x256)	resnet_model/conv2d_4/kernel/read	Identity	GPU-0	0	1	2	(1x1x64x256)->(1x1x64x256)	0	1	0
gradients/AddN_47@GPU-0@(64x512x28x28)(64x512x28x28)(512x1 slot 1 slot )(512x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x512x28x28)	gradients/AddN_47	AddN	GPU-0	0	1954	1954	(64x512x28x28)(64x512x28x28)(512x1 slot 1 slot )(512x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x512x28x28)	1	1	0
gradients/resnet_model/Relu_11_grad/ReluGrad@GPU-0@(64x128x28x28)(64x128x28x28)->(64x128x28x28)	gradients/resnet_model/Relu_11_grad/ReluGrad	ReluGrad	GPU-0	0	494	494	(64x128x28x28)(64x128x28x28)->(64x128x28x28)	1	1	0
ConstantFolding/gradients/resnet_model/conv2d_39/Conv2D_grad/ShapeN-matshapes-1@GPU-0@(no input)->(int32 4x1)	ConstantFolding/gradients/resnet_model/conv2d_39/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	0	1	2	(no input)->(int32 4x1)	0	1	0
resnet_model/conv2d_31/kernel/read@GPU-0@(1x1x1024x256)->(1x1x1024x256)	resnet_model/conv2d_31/kernel/read	Identity	GPU-0	0	1	2	(1x1x1024x256)->(1x1x1024x256)	0	1	0
resnet_model/Relu_26@GPU-0@(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )->(64x256x14x14)	resnet_model/Relu_26	Relu	GPU-0	0	167	167	(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )->(64x256x14x14)	1	1	0
global_step/IsVariableInitialized@GPU-0@(int64 1x1)->(boolean 1x1)	global_step/IsVariableInitialized	IsVariableInitialized	GPU-0	0	9	10	(int64 1x1)->(boolean 1x1)	0	1	0
resnet_model/batch_normalization_42/gamma@GPU-0@(no input)->(2048x1)	resnet_model/batch_normalization_42/gamma	VariableV2	GPU-0	0	2	3	(no input)->(2048x1)	0	1	0
group_deps@GPU-0@(no input)->(no output info)	group_deps	NoOp	GPU-0	1	1	2	(no input)->(no output info)	0	1	0
resnet_model/batch_normalization_48/AssignMovingAvg_1/mul@GPU-0@(2048x1)(1x1)->(2048x1)	resnet_model/batch_normalization_48/AssignMovingAvg_1/mul	Mul	GPU-0	0	2	2	(2048x1)(1x1)->(2048x1)	1	1	0
resnet_model/conv2d_4/Conv2D@GPU-0@(64x64x56x56)(1x1x64x256)->(64x256x56x56)	resnet_model/conv2d_4/Conv2D	Conv2D	GPU-0	0	3306	3306	(64x64x56x56)(1x1x64x256)->(64x256x56x56)	1	1	0
Momentum/update_resnet_model/batch_normalization_39/beta/ApplyMomentum@GPU-0@(1024x1)(1024x1)(1x1)(int32 1x1 slot 1 slot )(1024x1)(1x1)->(1024x1)	Momentum/update_resnet_model/batch_normalization_39/beta/ApplyMomentum	ApplyMomentum	GPU-0	0	4	4	(1024x1)(1024x1)(1x1)(int32 1x1 slot 1 slot )(1024x1)(1x1)->(1024x1)	1	1	0
Momentum/update_resnet_model/batch_normalization_12/beta/ApplyMomentum@GPU-0@(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	Momentum/update_resnet_model/batch_normalization_12/beta/ApplyMomentum	ApplyMomentum	GPU-0	0	4	4	(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	1	1	0
gradients/resnet_model/batch_normalization_5/FusedBatchNorm_grad/FusedBatchNormGrad@GPU-0@(64x64x56x56)(64x64x56x56)(64x1)(64x1)(64x1)->(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	gradients/resnet_model/batch_normalization_5/FusedBatchNorm_grad/FusedBatchNormGrad	FusedBatchNormGrad	GPU-0	0	1644	1644	(64x64x56x56)(64x64x56x56)(64x1)(64x1)(64x1)->(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	1	1	0
Momentum/update_resnet_model/batch_normalization_47/beta/ApplyMomentum@GPU-0@(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	Momentum/update_resnet_model/batch_normalization_47/beta/ApplyMomentum	ApplyMomentum	GPU-0	0	4	4	(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	1	1	0
resnet_model/batch_normalization_35/moving_variance/read@GPU-0@(256x1)->(256x1)	resnet_model/batch_normalization_35/moving_variance/read	Identity	GPU-0	1	1	3	(256x1)->(256x1)	0	1	0
resnet_model/batch_normalization_48/beta/read@GPU-0@(2048x1)->(2048x1)	resnet_model/batch_normalization_48/beta/read	Identity	GPU-0	1	1	3	(2048x1)->(2048x1)	0	1	0
gradients/AddN_67@GPU-0@(3x3x64x64)(3x3x64x64)->(3x3x64x64)	gradients/AddN_67	AddN	GPU-0	0	4	4	(3x3x64x64)(3x3x64x64)->(3x3x64x64)	1	1	0
resnet_model/batch_normalization_40/gamma/Momentum@GPU-0@(no input)->(512x1)	resnet_model/batch_normalization_40/gamma/Momentum	VariableV2	GPU-0	0	3	4	(no input)->(512x1)	0	1	0
resnet_model/batch_normalization_4/moving_variance/read@GPU-0@(64x1)->(64x1)	resnet_model/batch_normalization_4/moving_variance/read	Identity	GPU-0	0	1	2	(64x1)->(64x1)	0	1	0
resnet_model/batch_normalization_11/AssignMovingAvg_1@GPU-0@(128x1)(128x1)->(128x1)	resnet_model/batch_normalization_11/AssignMovingAvg_1	AssignSub	GPU-0	0	2	2	(128x1)(128x1)->(128x1)	1	1	0
resnet_model/batch_normalization_23/beta@GPU-0@(no input)->(256x1)	resnet_model/batch_normalization_23/beta	VariableV2	GPU-0	1	3	5	(no input)->(256x1)	0	1	0
resnet_model/batch_normalization_36/AssignMovingAvg_1@GPU-0@(1024x1)(1024x1)->(1024x1)	resnet_model/batch_normalization_36/AssignMovingAvg_1	AssignSub	GPU-0	0	2	2	(1024x1)(1024x1)->(1024x1)	1	1	0
resnet_model/batch_normalization_30/beta/read@GPU-0@(1024x1)->(1024x1)	resnet_model/batch_normalization_30/beta/read	Identity	GPU-0	0	1	2	(1024x1)->(1024x1)	0	1	0
resnet_model/batch_normalization_35/AssignMovingAvg/mul@GPU-0@(256x1)(1x1)->(256x1)	resnet_model/batch_normalization_35/AssignMovingAvg/mul	Mul	GPU-0	0	2	2	(256x1)(1x1)->(256x1)	1	1	0
gradients/resnet_model/conv2d_6/Conv2D_grad/Conv2DBackpropInput@GPU-0@(int32 4x1)(3x3x64x64)(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x64x56x56)	gradients/resnet_model/conv2d_6/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	GPU-0	0	2854	2854	(int32 4x1)(3x3x64x64)(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x64x56x56)	1	1	0
resnet_model/Reshape/shape@GPU-0@(no input)->(int32 2x1)	resnet_model/Reshape/shape	Const	GPU-0	0	1	3	(no input)->(int32 2x1)	0	1	0
resnet_model/batch_normalization_31/gamma/read@GPU-0@(256x1)->(256x1)	resnet_model/batch_normalization_31/gamma/read	Identity	GPU-0	1	0	2	(256x1)->(256x1)	0	1	0
resnet_model/batch_normalization_9/gamma@GPU-0@(no input)->(256x1)	resnet_model/batch_normalization_9/gamma	VariableV2	GPU-0	0	2	3	(no input)->(256x1)	0	1	0
gradients/resnet_model/conv2d_5/Conv2D_grad/Conv2DBackpropInput@GPU-0@(int32 4x1)(1x1x256x64)(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x256x56x56)	gradients/resnet_model/conv2d_5/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	GPU-0	0	3010	3010	(int32 4x1)(1x1x256x64)(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x256x56x56)	1	1	0
gradients/resnet_model/conv2d_50/Conv2D_grad/Conv2DBackpropFilter@GPU-0@(64x2048x7x7)(int32 4x1)(64x512x7x7)(512x1 slot 1 slot )(512x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(1x1x2048x512)	gradients/resnet_model/conv2d_50/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	3114	3114	(64x2048x7x7)(int32 4x1)(64x512x7x7)(512x1 slot 1 slot )(512x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(1x1x2048x512)	1	1	0
resnet_model/conv2d_49/kernel/Momentum@GPU-0@(no input)->(1x1x512x2048)	resnet_model/conv2d_49/kernel/Momentum	VariableV2	GPU-0	1	3	5	(no input)->(1x1x512x2048)	0	1	0
ConstantFolding/gradients/resnet_model/conv2d_47/Conv2D_grad/ShapeN-matshapes-1@GPU-0@(no input)->(int32 4x1)	ConstantFolding/gradients/resnet_model/conv2d_47/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	1	0	2	(no input)->(int32 4x1)	0	1	0
gradients/AddN_4@GPU-0@(1x1x2048x512)(1x1x2048x512)->(1x1x2048x512)	gradients/AddN_4	AddN	GPU-0	0	82	82	(1x1x2048x512)(1x1x2048x512)->(1x1x2048x512)	1	1	0
resnet_model/batch_normalization_1/gamma/Momentum@GPU-0@(no input)->(64x1)	resnet_model/batch_normalization_1/gamma/Momentum	VariableV2	GPU-0	0	2	2	(no input)->(64x1)	0	1	0
gradients/resnet_model/conv2d_31/Conv2D_grad/Conv2DBackpropInput@GPU-0@(int32 4x1)(1x1x1024x256)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x1024x14x14)	gradients/resnet_model/conv2d_31/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	GPU-0	0	2164	2164	(int32 4x1)(1x1x1024x256)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x1024x14x14)	1	1	0
resnet_model/batch_normalization_10/AssignMovingAvg_1/sub_1@GPU-0@(128x1)(128x1)->(128x1)	resnet_model/batch_normalization_10/AssignMovingAvg_1/sub_1	Sub	GPU-0	0	2	2	(128x1)(128x1)->(128x1)	1	1	0
resnet_model/batch_normalization_18/AssignMovingAvg@GPU-0@(512x1)(512x1)->(512x1)	resnet_model/batch_normalization_18/AssignMovingAvg	AssignSub	GPU-0	0	2	2	(512x1)(512x1)->(512x1)	1	1	0
resnet_model/batch_normalization_43/gamma/read@GPU-0@(512x1)->(512x1)	resnet_model/batch_normalization_43/gamma/read	Identity	GPU-0	0	1	3	(512x1)->(512x1)	0	1	0
resnet_model/batch_normalization_25/AssignMovingAvg_1/sub_1@GPU-0@(256x1)(256x1)->(256x1)	resnet_model/batch_normalization_25/AssignMovingAvg_1/sub_1	Sub	GPU-0	0	2	2	(256x1)(256x1)->(256x1)	1	1	0
resnet_model/conv2d_36/kernel/Momentum@GPU-0@(no input)->(1x1x256x1024)	resnet_model/conv2d_36/kernel/Momentum	VariableV2	GPU-0	0	3	4	(no input)->(1x1x256x1024)	0	1	0
resnet_model/batch_normalization_29/gamma/read@GPU-0@(256x1)->(256x1)	resnet_model/batch_normalization_29/gamma/read	Identity	GPU-0	0	0	2	(256x1)->(256x1)	0	1	0
resnet_model/batch_normalization_47/beta/Momentum@GPU-0@(no input)->(512x1)	resnet_model/batch_normalization_47/beta/Momentum	VariableV2	GPU-0	0	2	3	(no input)->(512x1)	0	1	0
resnet_model/batch_normalization_6/AssignMovingAvg@GPU-0@(256x1)(256x1)->(256x1)	resnet_model/batch_normalization_6/AssignMovingAvg	AssignSub	GPU-0	0	2	2	(256x1)(256x1)->(256x1)	1	1	0
resnet_model/batch_normalization_42/moving_variance/read@GPU-0@(2048x1)->(2048x1)	resnet_model/batch_normalization_42/moving_variance/read	Identity	GPU-0	1	1	2	(2048x1)->(2048x1)	0	1	0
resnet_model/batch_normalization_47/FusedBatchNorm@GPU-0@(64x512x7x7)(512x1)(512x1)(1x1)(1x1)->(64x512x7x7)(512x1 slot 1 slot )(512x1 slot 2 slot )(512x1 slot 3 slot )(512x1 slot 4 slot )	resnet_model/batch_normalization_47/FusedBatchNorm	FusedBatchNorm	GPU-0	0	124	124	(64x512x7x7)(512x1)(512x1)(1x1)(1x1)->(64x512x7x7)(512x1 slot 1 slot )(512x1 slot 2 slot )(512x1 slot 3 slot )(512x1 slot 4 slot )	1	1	0
resnet_model/batch_normalization_5/gamma/Momentum@GPU-0@(no input)->(64x1)	resnet_model/batch_normalization_5/gamma/Momentum	VariableV2	GPU-0	0	2	3	(no input)->(64x1)	0	1	0
resnet_model/conv2d_1/kernel/read@GPU-0@(1x1x64x256)->(1x1x64x256)	resnet_model/conv2d_1/kernel/read	Identity	GPU-0	0	1	3	(1x1x64x256)->(1x1x64x256)	0	1	0
resnet_model/batch_normalization_4/moving_mean/read@GPU-0@(64x1)->(64x1)	resnet_model/batch_normalization_4/moving_mean/read	Identity	GPU-0	1	1	3	(64x1)->(64x1)	0	1	0
resnet_model/batch_normalization_3/moving_mean/read@GPU-0@(256x1)->(256x1)	resnet_model/batch_normalization_3/moving_mean/read	Identity	GPU-0	0	1	2	(256x1)->(256x1)	0	1	0
resnet_model/batch_normalization_32/AssignMovingAvg_1@GPU-0@(256x1)(256x1)->(256x1)	resnet_model/batch_normalization_32/AssignMovingAvg_1	AssignSub	GPU-0	0	1	1	(256x1)(256x1)->(256x1)	1	1	0
resnet_model/batch_normalization_9/gamma/Momentum@GPU-0@(no input)->(256x1)	resnet_model/batch_normalization_9/gamma/Momentum	VariableV2	GPU-0	0	3	3	(no input)->(256x1)	0	1	0
resnet_model/batch_normalization_17/beta/read@GPU-0@(128x1)->(128x1)	resnet_model/batch_normalization_17/beta/read	Identity	GPU-0	0	1	1	(128x1)->(128x1)	0	1	0
resnet_model/batch_normalization_35/moving_mean/read@GPU-0@(256x1)->(256x1)	resnet_model/batch_normalization_35/moving_mean/read	Identity	GPU-0	0	1	2	(256x1)->(256x1)	0	1	0
gradients/resnet_model/conv2d_13/Conv2D_grad/Conv2DBackpropInput@GPU-0@(int32 4x1)(3x3x128x128)(64x128x28x28)(128x1 slot 1 slot )(128x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x128x58x58)	gradients/resnet_model/conv2d_13/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	GPU-0	0	9913	9913	(int32 4x1)(3x3x128x128)(64x128x28x28)(128x1 slot 1 slot )(128x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x128x58x58)	1	1	0
resnet_model/batch_normalization_28/FusedBatchNorm@GPU-0@(64x256x14x14)(256x1)(256x1)(1x1)(1x1)->(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )	resnet_model/batch_normalization_28/FusedBatchNorm	FusedBatchNorm	GPU-0	0	206	206	(64x256x14x14)(256x1)(256x1)(1x1)(1x1)->(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )	1	1	0
resnet_model/add_6@GPU-0@(64x512x28x28)(64x512x28x28)->(64x512x28x28)	resnet_model/add_6	Add	GPU-0	0	1961	1961	(64x512x28x28)(64x512x28x28)->(64x512x28x28)	1	1	0
gradients/resnet_model/Mean_grad/truediv@GPU-0@(64x2048x7x7)(1x1)->(64x2048x7x7)	gradients/resnet_model/Mean_grad/truediv	Mul	GPU-0	0	336	336	(64x2048x7x7)(1x1)->(64x2048x7x7)	1	1	0
resnet_model/batch_normalization_26/beta/Momentum@GPU-0@(no input)->(256x1)	resnet_model/batch_normalization_26/beta/Momentum	VariableV2	GPU-0	0	2	3	(no input)->(256x1)	0	1	0
resnet_model/Relu_28@GPU-0@(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )->(64x256x14x14)	resnet_model/Relu_28	Relu	GPU-0	0	168	168	(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )->(64x256x14x14)	1	1	0
resnet_model/batch_normalization_27/AssignMovingAvg_1/mul@GPU-0@(1024x1)(1x1)->(1024x1)	resnet_model/batch_normalization_27/AssignMovingAvg_1/mul	Mul	GPU-0	0	1	1	(1024x1)(1x1)->(1024x1)	1	1	0
resnet_model/batch_normalization_21/AssignMovingAvg@GPU-0@(512x1)(512x1)->(512x1)	resnet_model/batch_normalization_21/AssignMovingAvg	AssignSub	GPU-0	0	2	2	(512x1)(512x1)->(512x1)	1	1	0
Momentum/update_resnet_model/batch_normalization_37/beta/ApplyMomentum@GPU-0@(256x1)(256x1)(1x1)(int32 1x1 slot 1 slot )(256x1)(1x1)->(256x1)	Momentum/update_resnet_model/batch_normalization_37/beta/ApplyMomentum	ApplyMomentum	GPU-0	0	4	4	(256x1)(256x1)(1x1)(int32 1x1 slot 1 slot )(256x1)(1x1)->(256x1)	1	1	0
resnet_model/batch_normalization_26/moving_variance/read@GPU-0@(256x1)->(256x1)	resnet_model/batch_normalization_26/moving_variance/read	Identity	GPU-0	0	1	2	(256x1)->(256x1)	0	1	0
resnet_model/batch_normalization_38/moving_variance/read@GPU-0@(256x1)->(256x1)	resnet_model/batch_normalization_38/moving_variance/read	Identity	GPU-0	0	1	2	(256x1)->(256x1)	0	1	0
gradients/resnet_model/Pad_6_grad/Shape@GPU-0@(no input)->(int32 4x1)	gradients/resnet_model/Pad_6_grad/Shape	Const	GPU-0	0	3	4	(no input)->(int32 4x1)	0	1	0
resnet_model/conv2d_18/kernel/read@GPU-0@(1x1x512x128)->(1x1x512x128)	resnet_model/conv2d_18/kernel/read	Identity	GPU-0	1	1	3	(1x1x512x128)->(1x1x512x128)	0	1	0
resnet_model/conv2d_20/kernel/Momentum@GPU-0@(no input)->(1x1x128x512)	resnet_model/conv2d_20/kernel/Momentum	VariableV2	GPU-0	0	2	3	(no input)->(1x1x128x512)	0	1	0
gradients/resnet_model/batch_normalization_8/FusedBatchNorm_grad/FusedBatchNormGrad@GPU-0@(64x64x56x56)(64x64x56x56)(64x1)(64x1)(64x1)->(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	gradients/resnet_model/batch_normalization_8/FusedBatchNorm_grad/FusedBatchNormGrad	FusedBatchNormGrad	GPU-0	0	1658	1658	(64x64x56x56)(64x64x56x56)(64x1)(64x1)(64x1)->(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	1	1	0
resnet_model/conv2d_50/kernel@GPU-0@(no input)->(1x1x2048x512)	resnet_model/conv2d_50/kernel	VariableV2	GPU-0	0	29	30	(no input)->(1x1x2048x512)	0	1	0
gradients/AddN_18@GPU-0@(64x1024x14x14)(1024x1 slot 1 slot )(1024x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )(64x1024x14x14)(1024x1 slot 1 slot )(1024x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x1024x14x14)	gradients/AddN_18	AddN	GPU-0	0	979	979	(64x1024x14x14)(1024x1 slot 1 slot )(1024x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )(64x1024x14x14)(1024x1 slot 1 slot )(1024x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x1024x14x14)	1	1	0
resnet_model/conv2d_16/kernel/read@GPU-0@(3x3x128x128)->(3x3x128x128)	resnet_model/conv2d_16/kernel/read	Identity	GPU-0	0	1	3	(3x3x128x128)->(3x3x128x128)	0	1	0
Momentum/update_resnet_model/batch_normalization_47/gamma/ApplyMomentum@GPU-0@(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	Momentum/update_resnet_model/batch_normalization_47/gamma/ApplyMomentum	ApplyMomentum	GPU-0	0	3	3	(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	1	1	0
resnet_model/batch_normalization_23/FusedBatchNorm@GPU-0@(64x256x14x14)(256x1)(256x1)(1x1)(1x1)->(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )	resnet_model/batch_normalization_23/FusedBatchNorm	FusedBatchNorm	GPU-0	0	205	205	(64x256x14x14)(256x1)(256x1)(1x1)(1x1)->(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )	1	1	0
Momentum/update_resnet_model/batch_normalization_6/gamma/ApplyMomentum@GPU-0@(256x1)(256x1)(1x1)(int32 1x1 slot 1 slot )(256x1)(1x1)->(256x1)	Momentum/update_resnet_model/batch_normalization_6/gamma/ApplyMomentum	ApplyMomentum	GPU-0	0	4	4	(256x1)(256x1)(1x1)(int32 1x1 slot 1 slot )(256x1)(1x1)->(256x1)	1	1	0
resnet_model/batch_normalization_17/moving_mean@GPU-0@(no input)->(128x1)	resnet_model/batch_normalization_17/moving_mean	VariableV2	GPU-0	0	2	4	(no input)->(128x1)	0	1	0
gradients/resnet_model/Relu_7_grad/ReluGrad@GPU-0@(64x64x56x56)(64x64x56x56)->(64x64x56x56)	gradients/resnet_model/Relu_7_grad/ReluGrad	ReluGrad	GPU-0	0	987	987	(64x64x56x56)(64x64x56x56)->(64x64x56x56)	1	1	0
L2Loss_13@GPU-0@(3x3x128x128)->(1x1)	L2Loss_13	L2Loss	GPU-0	0	11	11	(3x3x128x128)->(1x1)	1	1	0
resnet_model/batch_normalization_1/AssignMovingAvg_1/mul@GPU-0@(64x1)(1x1)->(64x1)	resnet_model/batch_normalization_1/AssignMovingAvg_1/mul	Mul	GPU-0	0	1	1	(64x1)(1x1)->(64x1)	1	1	0
resnet_model/conv2d_33/kernel/read@GPU-0@(1x1x256x1024)->(1x1x256x1024)	resnet_model/conv2d_33/kernel/read	Identity	GPU-0	0	1	3	(1x1x256x1024)->(1x1x256x1024)	0	1	0
ConstantFolding/gradients/resnet_model/conv2d_12/Conv2D_grad/ShapeN-matshapes-1@GPU-0@(no input)->(int32 4x1)	ConstantFolding/gradients/resnet_model/conv2d_12/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	0	1	3	(no input)->(int32 4x1)	0	1	0
resnet_model/batch_normalization_44/AssignMovingAvg_1/sub_1@GPU-0@(512x1)(512x1)->(512x1)	resnet_model/batch_normalization_44/AssignMovingAvg_1/sub_1	Sub	GPU-0	0	2	2	(512x1)(512x1)->(512x1)	1	1	0
gradients/AddN_62@GPU-0@(3x3x64x64)(3x3x64x64)->(3x3x64x64)	gradients/AddN_62	AddN	GPU-0	0	5	5	(3x3x64x64)(3x3x64x64)->(3x3x64x64)	1	1	0
