Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
132	   154.63	    11.00	  1700.98	     0.24	601839.24	    86.16	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x256x14x14)(256x1)(256x1)(1x1)(1x1)->(64x256x14x14)(256x1)(256x1)(256x1)(256x1)
133	  1693.62	     1.00	  1693.62	     0.24	603532.86	    86.41	     0.00	     0.00	Conv2DBackpropInput	GPU-0	(int32 4x1)(1x1x64x64)(64x64x56x56)(64x1)(64x1)(1x1)(1x1)->(64x64x56x56)
134	   423.09	     4.00	  1692.37	     0.24	605225.23	    86.65	262144.00	     0.15	Mul	GPU-0	(1x1x128x512)(1x1)->(1x1x128x512)
135	    82.97	    20.00	  1659.43	     0.24	606884.66	    86.89	 10240.00	     0.01	Sub	GPU-0	(512x1)(512x1)->(512x1)
136	   231.19	     7.00	  1618.34	     0.23	608503.00	    87.12	     0.00	     0.00	Relu	GPU-0	(64x128x28x28)(128x1)(128x1)(128x1)(128x1)->(64x128x28x28)
137	  1592.91	     1.00	  1592.91	     0.23	610095.91	    87.35	     0.00	     0.00	FusedBatchNormGrad	GPU-0	(64x256x28x28)(64x256x28x28)(256x1)(256x1)(256x1)->(64x256x28x28)(256x1)(256x1)(1x1)(1x1)
138	  1569.57	     1.00	  1569.57	     0.22	611665.48	    87.57	     0.00	     0.00	MaxPool	GPU-0	(64x64x112x112)->(64x64x56x56)
139	   141.43	    11.00	  1555.72	     0.22	613221.20	    87.79	     0.00	     0.00	Relu	GPU-0	(64x256x14x14)(256x1)(256x1)(256x1)(256x1)->(64x256x14x14)
140	   258.84	     6.00	  1553.06	     0.22	614774.26	    88.02	3538944.00	     2.28	AddN	GPU-0	(3x3x256x256)(3x3x256x256)->(3x3x256x256)
141	  1529.80	     1.00	  1529.80	     0.22	616304.06	    88.24	     0.00	     0.00	Conv2DBackpropInput	GPU-0	(int32 4x1)(1x1x512x2048)(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)->(64x512x7x7)
142	   501.81	     3.00	  1505.43	     0.22	617809.49	    88.45	     0.00	     0.00	LogicalAnd	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)
143	   475.70	     3.00	  1427.10	     0.20	619236.59	    88.66	589821.00	     0.41	L2Loss	GPU-0	(1x1x512x128)->(1x1)
144	   472.75	     3.00	  1418.25	     0.20	620654.84	    88.86	196608.00	     0.14	Mul	GPU-0	(1x1x512x128)(1x1)->(1x1x512x128)
145	  1415.90	     1.00	  1415.90	     0.20	622070.74	    89.06	     0.00	     0.00	Conv2DBackpropInput	GPU-0	(int32 4x1)(1x1x128x512)(64x512x28x28)(512x1)(512x1)(1x1)(1x1)->(64x128x28x28)
146	  1407.95	     1.00	  1407.95	     0.20	623478.69	    89.26	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x128x56x56)(128x1)(128x1)(1x1)(1x1)->(64x128x56x56)(128x1)(128x1)(128x1)(128x1)
147	   464.21	     3.00	  1392.64	     0.20	624871.33	    89.46	19267584.00	    13.84	Add	GPU-0	(64x2048x7x7)(64x2048x7x7)->(64x2048x7x7)
148	    86.38	    16.00	  1382.06	     0.20	626253.39	    89.66	  2048.00	     0.00	Sub	GPU-0	(128x1)(128x1)->(128x1)
149	   448.64	     3.00	  1345.93	     0.19	627599.32	    89.85	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x512x512)(3x3x512x512)(1x1)(int32 1x1)(3x3x512x512)(1x1)->(3x3x512x512)
150	  1338.27	     1.00	  1338.27	     0.19	628937.59	    90.04	     0.00	     0.00	Relu	GPU-0	(64x128x56x56)(128x1)(128x1)(128x1)(128x1)->(64x128x56x56)
151	   421.01	     3.00	  1263.04	     0.18	630200.63	    90.23	     0.00	     0.00	ReluGrad	GPU-0	(64x2048x7x7)(64x2048x7x7)->(64x2048x7x7)
152	   416.07	     3.00	  1248.22	     0.18	631448.85	    90.40	9437181.00	     7.56	L2Loss	GPU-0	(1x1x512x2048)->(1x1)
153	  1230.32	     1.00	  1230.32	     0.18	632679.17	    90.58	1644167168.00	  1336.37	Conv2D	GPU-0	(64x64x56x56)(1x1x64x64)->(64x64x56x56)
154	   241.46	     5.00	  1207.31	     0.17	633886.48	    90.75	1310720.00	     1.09	AddN	GPU-0	(1x1x1024x256)(1x1x1024x256)->(1x1x1024x256)
155	   397.25	     3.00	  1191.76	     0.17	635078.24	    90.92	7077888.00	     5.94	Mul	GPU-0	(3x3x512x512)(1x1)->(3x3x512x512)
156	  1179.92	     1.00	  1179.92	     0.17	636258.16	    91.09	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(64x1001)(64x224x224x3)(int32 64x1)->(64x1)(64x1001)
157	  1161.37	     1.00	  1161.37	     0.17	637419.53	    91.26	     0.00	     0.00	ReluGrad	GPU-0	(64x128x56x56)(64x128x56x56)->(64x128x56x56)
158	  1156.50	     1.00	  1156.50	     0.17	638576.03	    91.42	6291455.00	     5.44	L2Loss	GPU-0	(1x1x1024x2048)->(1x1)
159	   384.52	     3.00	  1153.57	     0.17	639729.60	    91.59	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)->(64x2048x7x7)(2048x1)(2048x1)(2048x1)(2048x1)
160	  1132.50	     1.00	  1132.50	     0.16	640862.10	    91.75	25690112.00	    22.68	AddN	GPU-0	(64x512x28x28)(64x512x28x28)->(64x512x28x28)
161	  1121.56	     1.00	  1121.56	     0.16	641983.66	    91.91	25690112.00	    22.91	AddN	GPU-0	(64x512x28x28)(512x1)(512x1)(1x1)(1x1)(64x512x28x28)(512x1)(512x1)(1x1)(1x1)->(64x512x28x28)
162	   367.11	     3.00	  1101.33	     0.16	643084.99	    92.07	21233661.00	    19.28	L2Loss	GPU-0	(3x3x512x512)->(1x1)
163	  1078.72	     1.00	  1078.72	     0.15	644163.71	    92.22	     0.00	     0.00	Pad	GPU-0	(64x128x56x56)(int32 4x2)->(64x128x58x58)
164	    35.76	    30.00	  1072.84	     0.15	645236.55	    92.38	     0.00	     0.00	ApplyMomentum	GPU-0	(256x1)(256x1)(1x1)(int32 1x1)(256x1)(1x1)->(256x1)
165	    53.36	    20.00	  1067.20	     0.15	646303.75	    92.53	     0.00	     0.00	ApplyMomentum	GPU-0	(512x1)(512x1)(1x1)(int32 1x1)(512x1)(1x1)->(512x1)
166	   209.24	     5.00	  1046.18	     0.15	647349.93	    92.68	     0.00	     0.00	Relu	GPU-0	(64x512x7x7)(512x1)(512x1)(512x1)(512x1)->(64x512x7x7)
167	  1031.84	     1.00	  1031.84	     0.15	648381.77	    92.83	1572863.00	     1.52	L2Loss	GPU-0	(1x1x512x1024)->(1x1)
168	   321.26	     3.00	   963.77	     0.14	649345.54	    92.97	110592.00	     0.11	Mul	GPU-0	(3x3x64x64)(1x1)->(3x3x64x64)
169	    59.71	    16.00	   955.34	     0.14	650300.88	    93.10	  2048.00	     0.00	Mul	GPU-0	(128x1)(1x1)->(128x1)
170	   940.56	     1.00	   940.56	     0.13	651241.44	    93.24	 28223.00	     0.03	L2Loss	GPU-0	(7x7x3x64)->(1x1)
171	    77.09	    12.00	   925.09	     0.13	652166.53	    93.37	 12288.00	     0.01	AssignSub	GPU-0	(1024x1)(1024x1)->(1024x1)
172	   293.89	     3.00	   881.66	     0.13	653048.19	    93.50	3145728.00	     3.57	Mul	GPU-0	(1x1x512x2048)(1x1)->(1x1x512x2048)
173	   439.17	     2.00	   878.34	     0.13	653926.53	    93.62	 32768.00	     0.04	AddN	GPU-0	(1x1x256x64)(1x1x256x64)->(1x1x256x64)
174	   867.16	     1.00	   867.16	     0.12	654793.69	    93.75	     0.00	     0.00	Slice	GPU-0	(64x128x58x58)(int32 4x1)(int32 4x1)->(64x128x56x56)
175	   143.66	     6.00	   861.95	     0.12	655655.64	    93.87	 12288.00	     0.01	Sub	GPU-0	(2048x1)(2048x1)->(2048x1)
176	   107.29	     8.00	   858.29	     0.12	656513.93	    93.99	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(1 bytes)
177	   285.06	     3.00	   855.17	     0.12	657369.10	    94.12	     0.00	     0.00	Relu	GPU-0	(64x2048x7x7)(2048x1)(2048x1)(2048x1)(2048x1)->(64x2048x7x7)
178	   418.59	     2.04	   853.92	     0.12	658223.02	    94.24	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(4 bytes)
179	   847.03	     1.00	   847.03	     0.12	659070.05	    94.36	     0.00	     0.00	Transpose	GPU-0	(64x224x224x3)(int32 64x1)(int32 4x1)->(64x3x224x224)
180	   831.12	     1.00	   831.12	     0.12	659901.17	    94.48	12845056.00	    15.46	AddN	GPU-0	(64x64x56x56)(64x64x56x56)->(64x64x56x56)
181	   399.32	     2.00	   798.65	     0.11	660699.82	    94.59	6291454.00	     7.88	L2Loss	GPU-0	(1x1x2048x512)->(1x1)
182	   128.46	     6.00	   770.76	     0.11	661470.58	    94.70	 12288.00	     0.02	Mul	GPU-0	(2048x1)(1x1)->(2048x1)
183	   754.20	     1.00	   754.20	     0.11	662224.78	    94.81	     0.00	     0.00	ReluGrad	GPU-0	(64x256x28x28)(64x256x28x28)->(64x256x28x28)
184	   752.46	     1.00	   752.46	     0.11	662977.24	    94.92	2050048.00	     2.72	Mul	GPU-0	(2048x1001)(1x1)->(2048x1001)
185	   124.86	     6.00	   749.17	     0.11	663726.41	    95.03	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x256x256)(3x3x256x256)(1x1)(int32 1x1)(3x3x256x256)(1x1)->(3x3x256x256)
186	    61.34	    12.00	   736.04	     0.11	664462.45	    95.13	 12288.00	     0.02	Mul	GPU-0	(1024x1)(1x1)->(1024x1)
187	   142.05	     5.00	   710.26	     0.10	665172.71	    95.23	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x512x7x7)(512x1)(512x1)(1x1)(1x1)->(64x512x7x7)(512x1)(512x1)(512x1)(512x1)
188	   693.94	     1.00	   693.94	     0.10	665866.65	    95.33	393215.00	     0.57	L2Loss	GPU-0	(1x1x256x512)->(1x1)
189	   689.28	     1.00	   689.28	     0.10	666555.93	    95.43	6150143.00	     8.92	L2Loss	GPU-0	(2048x1001)->(1x1)
190	   340.77	     2.00	   681.54	     0.10	667237.47	    95.53	2097152.00	     3.08	Mul	GPU-0	(1x1x2048x512)(1x1)->(1x1x2048x512)
191	    41.25	    16.00	   659.96	     0.09	667897.43	    95.62	     0.00	     0.00	ApplyMomentum	GPU-0	(128x1)(128x1)(1x1)(int32 1x1)(128x1)(1x1)->(128x1)
192	   658.17	     1.00	   658.17	     0.09	668555.60	    95.72	12845056.00	    19.52	AddN	GPU-0	(64x1024x14x14)(64x1024x14x14)->(64x1024x14x14)
193	   216.33	     3.00	   648.98	     0.09	669204.58	    95.81	7077888.00	    10.91	AddN	GPU-0	(3x3x512x512)(3x3x512x512)->(3x3x512x512)
194	   647.64	     1.00	   647.64	     0.09	669852.22	    95.90	6422528.00	     9.92	AddN	GPU-0	(64x2048x7x7)(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)->(64x2048x7x7)
195	   646.52	     1.00	   646.52	     0.09	670498.74	    95.99	2097152.00	     3.24	Mul	GPU-0	(1x1x1024x2048)(1x1)->(1x1x1024x2048)
196	   106.87	     6.00	   641.24	     0.09	671139.98	    96.09	 12288.00	     0.02	AssignSub	GPU-0	(2048x1)(2048x1)->(2048x1)
197	   209.95	     3.00	   629.84	     0.09	671769.82	    96.18	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x2048)(1x1x512x2048)(1x1)(int32 1x1)(1x1x512x2048)(1x1)->(1x1x512x2048)
198	   629.53	     1.00	   629.53	     0.09	672399.35	    96.27	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x256x28x28)(256x1)(256x1)(1x1)(1x1)->(64x256x28x28)(256x1)(256x1)(256x1)(256x1)
199	   615.49	     1.00	   615.49	     0.09	673014.84	    96.36	 98303.00	     0.16	L2Loss	GPU-0	(1x1x256x128)->(1x1)
200	   299.48	     2.00	   598.95	     0.09	673613.79	    96.44	 32768.00	     0.05	Mul	GPU-0	(1x1x256x64)(1x1)->(1x1x256x64)
201	   590.59	     1.00	   590.59	     0.08	674204.38	    96.53	  9408.00	     0.02	Mul	GPU-0	(7x7x3x64)(1x1)->(7x7x3x64)
202	    48.74	    12.00	   584.86	     0.08	674789.24	    96.61	 12288.00	     0.02	Sub	GPU-0	(1024x1)(1024x1)->(1024x1)
203	    96.23	     6.00	   577.35	     0.08	675366.59	    96.69	1572864.00	     2.72	AddN	GPU-0	(1x1x256x1024)(1x1x256x1024)->(1x1x256x1024)
204	   577.17	     1.00	   577.17	     0.08	675943.76	    96.77	131072.00	     0.23	Mul	GPU-0	(1x1x256x512)(1x1)->(1x1x256x512)
205	   559.57	     1.00	   559.57	     0.08	676503.33	    96.85	 12287.00	     0.02	L2Loss	GPU-0	(1x1x64x64)->(1x1)
206	   551.89	     1.00	   551.89	     0.08	677055.22	    96.93	12845056.00	    23.27	AddN	GPU-0	(64x1024x14x14)(1024x1)(1024x1)(1x1)(1x1)(64x1024x14x14)(1024x1)(1024x1)(1x1)(1x1)->(64x1024x14x14)
207	   542.51	     1.00	   542.51	     0.08	677597.73	    97.01	     0.00	     0.00	Pad	GPU-0	(64x256x28x28)(int32 4x2)->(64x256x30x30)
208	   178.39	     3.00	   535.17	     0.08	678132.90	    97.09	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(1 bytes)
209	   513.93	     1.00	   513.93	     0.07	678646.83	    97.16	  4096.00	     0.01	Mul	GPU-0	(1x1x64x64)(1x1)->(1x1x64x64)
210	   256.89	     2.00	   513.78	     0.07	679160.61	    97.23	2097152.00	     4.08	AddN	GPU-0	(1x1x2048x512)(1x1x2048x512)->(1x1x2048x512)
211	   254.68	     2.00	   509.36	     0.07	679669.97	    97.31	     2.00	     0.00	Mul	GPU-0	(1x1)(1x1)->(1x1)
212	   502.84	     1.00	   502.84	     0.07	680172.81	    97.38	     0.00	     0.00	Pack	GPU-0	(boolean 1x1)(boolean 1x1)(boolean 1x1)(boolean 1x1)(boolean 1x1)->(boolean 5x1)
213	   477.99	     1.00	   477.99	     0.07	680650.80	    97.45	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(8 bytes)
214	   476.77	     1.00	   476.77	     0.07	681127.57	    97.52	524288.00	     1.10	Mul	GPU-0	(1x1x512x1024)(1x1)->(1x1x512x1024)
215	   465.63	     1.00	   465.63	     0.07	681593.20	    97.58	524288.00	     1.13	Mul	GPU-0	(1x1x1024x512)(1x1)->(1x1x1024x512)
216	   464.30	     1.00	   464.30	     0.07	682057.50	    97.65	1572863.00	     3.39	L2Loss	GPU-0	(1x1x1024x512)->(1x1)
217	   446.83	     1.00	   446.83	     0.06	682504.33	    97.71	     0.00	     0.00	Tile	GPU-0	(64x2048x1x1)(int32 4x1)->(64x2048x7x7)
218	   433.99	     1.00	   433.99	     0.06	682938.32	    97.78	     0.00	     0.00	Slice	GPU-0	(64x256x30x30)(int32 4x1)(int32 4x1)->(64x256x28x28)
219	    72.19	     6.00	   433.16	     0.06	683371.48	    97.84	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x1024)(1x1x256x1024)(1x1)(int32 1x1)(1x1x256x1024)(1x1)->(1x1x256x1024)
220	   430.72	     1.00	   430.72	     0.06	683802.20	    97.90	     0.00	     0.00	Pad	GPU-0	(64x512x14x14)(int32 4x2)->(64x512x16x16)
221	   425.13	     1.00	   425.13	     0.06	684227.33	    97.96	     0.00	     0.00	ReluGrad	GPU-0	(64x512x14x14)(64x512x14x14)->(64x512x14x14)
222	   420.04	     1.00	   420.04	     0.06	684647.37	    98.02	393215.00	     0.94	L2Loss	GPU-0	(1x1x512x256)->(1x1)
223	   414.78	     1.00	   414.78	     0.06	685062.15	    98.08	     0.00	     0.00	Pad	GPU-0	(64x3x224x224)(int32 4x2)->(64x3x230x230)
224	   411.38	     1.00	   411.38	     0.06	685473.53	    98.14	6422528.00	    15.61	AddN	GPU-0	(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)->(64x2048x7x7)
225	   404.44	     1.00	   404.44	     0.06	685877.97	    98.20	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x1024x2048)(1x1x1024x2048)(1x1)(int32 1x1)(1x1x1024x2048)(1x1)->(1x1x1024x2048)
226	   130.10	     3.00	   390.29	     0.06	686268.26	    98.25	3145728.00	     8.06	AddN	GPU-0	(1x1x512x2048)(1x1x512x2048)->(1x1x512x2048)
227	   388.91	     1.00	   388.91	     0.06	686657.17	    98.31	     0.00	     0.00	Relu	GPU-0	(64x512x14x14)(512x1)(512x1)(512x1)(512x1)->(64x512x14x14)
228	   383.17	     1.01	   387.00	     0.06	687044.17	    98.36	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(8 bytes)
229	   384.71	     1.00	   384.71	     0.06	687428.88	    98.42	131072.00	     0.34	Mul	GPU-0	(1x1x512x256)(1x1)->(1x1x512x256)
230	    27.29	    14.00	   382.02	     0.05	687810.90	    98.47	     0.00	     0.00	ApplyMomentum	GPU-0	(64x1)(64x1)(1x1)(int32 1x1)(64x1)(1x1)->(64x1)
231	   381.63	     1.00	   381.63	     0.05	688192.53	    98.53	     0.00	     0.00	ApplyMomentum	GPU-0	(2048x1001)(2048x1001)(1x1)(int32 1x1)(2048x1001)(1x1)->(2048x1001)
232	    76.02	     5.00	   380.09	     0.05	688572.62	    98.58	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x1024x256)(1x1x1024x256)(1x1)(int32 1x1)(1x1x1024x256)(1x1)->(1x1x1024x256)
233	   376.71	     1.00	   376.71	     0.05	688949.33	    98.64	     0.00	     0.00	Relu	GPU-0	(64x256x28x28)(256x1)(256x1)(256x1)(256x1)->(64x256x28x28)
234	    30.84	    12.00	   370.13	     0.05	689319.46	    98.69	     0.00	     0.00	ApplyMomentum	GPU-0	(1024x1)(1024x1)(1x1)(int32 1x1)(1024x1)(1x1)->(1024x1)
235	   179.71	     2.00	   359.41	     0.05	689678.87	    98.74	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x2048x512)(1x1x2048x512)(1x1)(int32 1x1)(1x1x2048x512)(1x1)->(1x1x2048x512)
236	   341.72	     1.00	   341.72	     0.05	690020.59	    98.79	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x512x14x14)(512x1)(512x1)(1x1)(1x1)->(64x512x14x14)(512x1)(512x1)(512x1)(512x1)
237	   340.49	     1.00	   340.49	     0.05	690361.08	    98.84	  1001.00	     0.00	Mul	GPU-0	(1001x1)(1x1)->(1001x1)
238	   337.84	     1.00	   337.84	     0.05	690698.92	    98.89	6422528.00	    19.01	Mul	GPU-0	(64x2048x7x7)(1x1)->(64x2048x7x7)
239	   333.46	     1.00	   333.46	     0.05	691032.38	    98.93	     0.00	     0.00	FusedBatchNormGrad	GPU-0	(64x512x14x14)(64x512x14x14)(512x1)(512x1)(512x1)->(64x512x14x14)(512x1)(512x1)(1x1)(1x1)
240	   314.93	     1.00	   314.93	     0.05	691347.31	    98.98	 32768.00	     0.10	Mul	GPU-0	(1x1x256x128)(1x1)->(1x1x256x128)
241	   298.27	     1.00	   298.27	     0.04	691645.58	    99.02	6422528.00	    21.53	Mean	GPU-0	(64x2048x7x7)(int32 2x1)->(64x2048x1x1)
242	   244.93	     1.00	   244.93	     0.04	691890.51	    99.06	     0.00	     0.00	Slice	GPU-0	(64x512x16x16)(int32 4x1)(int32 4x1)->(64x512x14x14)
243	    59.20	     4.00	   236.82	     0.03	692127.33	    99.09	262144.00	     1.11	AddN	GPU-0	(1x1x128x512)(1x1x128x512)->(1x1x128x512)
244	   211.81	     1.00	   211.81	     0.03	692339.14	    99.12	 64064.00	     0.30	BiasAdd	GPU-0	(64x1001)(1001x1)->(64x1001)
245	    51.17	     4.00	   204.68	     0.03	692543.82	    99.15	 65536.00	     0.32	AddN	GPU-0	(1x1x64x256)(1x1x64x256)->(1x1x64x256)
246	    51.13	     4.00	   204.52	     0.03	692748.34	    99.18	589824.00	     2.88	AddN	GPU-0	(3x3x128x128)(3x3x128x128)->(3x3x128x128)
247	   201.12	     1.00	   201.12	     0.03	692949.46	    99.21	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(256 bytes)
248	    49.61	     4.00	   198.43	     0.03	693147.89	    99.24	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x128x128)(3x3x128x128)(1x1)(int32 1x1)(3x3x128x128)(1x1)->(3x3x128x128)
249	    46.40	     4.00	   185.61	     0.03	693333.50	    99.26	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x128x512)(1x1x128x512)(1x1)(int32 1x1)(1x1x128x512)(1x1)->(1x1x128x512)
250	    30.38	     6.00	   182.29	     0.03	693515.79	    99.29	     0.00	     0.00	ApplyMomentum	GPU-0	(2048x1)(2048x1)(1x1)(int32 1x1)(2048x1)(1x1)->(2048x1)
251	     1.99	    90.00	   179.19	     0.03	693694.98	    99.32	     0.00	     0.00	VariableV2	GPU-0	(no input)->(256x1)
252	   176.96	     1.00	   176.96	     0.03	693871.94	    99.34	  4096.00	     0.02	AddN	GPU-0	(1x1x64x64)(1x1x64x64)->(1x1x64x64)
253	    57.98	     3.00	   173.95	     0.02	694045.89	    99.37	110592.00	     0.64	AddN	GPU-0	(3x3x64x64)(3x3x64x64)->(3x3x64x64)
254	   161.02	     1.00	   161.02	     0.02	694206.91	    99.39	262406144.00	  1629.65	MatMul	GPU-0	(64x2048)(64x1001)->(2048x1001)
255	   155.43	     1.00	   155.43	     0.02	694362.34	    99.41	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x1024x512)(1x1x1024x512)(1x1)(int32 1x1)(1x1x1024x512)(1x1)->(1x1x1024x512)
256	    51.43	     3.00	   154.28	     0.02	694516.62	    99.43	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x128)(1x1x512x128)(1x1)(int32 1x1)(1x1x512x128)(1x1)->(1x1x512x128)
257	   144.98	     1.00	   144.98	     0.02	694661.60	    99.45	262406144.00	  1809.95	MatMul	GPU-0	(64x1001)(2048x1001)->(64x2048)
258	 14454.00	     0.01	   144.54	     0.02	694806.14	    99.47	     0.00	     0.00	ImageSummary	CPU-0	(string 1x1)(64x224x224x3)(int32 64x1)->(string 1x1)
259	   132.40	     1.00	   132.40	     0.02	694938.54	    99.49	2050048.00	    15.48	AddN	GPU-0	(2048x1001)(2048x1001)->(2048x1001)
260	     2.04	    60.00	   122.57	     0.02	695061.11	    99.51	     0.00	     0.00	VariableV2	GPU-0	(no input)->(512x1)
261	   122.43	     1.00	   122.43	     0.02	695183.54	    99.53	131072.00	     1.07	AddN	GPU-0	(1x1x512x256)(1x1x512x256)->(1x1x512x256)
262	   118.30	     1.00	   118.30	     0.02	695301.84	    99.55	262406144.00	  2218.14	MatMul	GPU-0	(64x2048)(2048x1001)->(64x1001)
263	    37.80	     3.00	   113.39	     0.02	695415.23	    99.56	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x64x64)(3x3x64x64)(1x1)(int32 1x1)(3x3x64x64)(1x1)->(3x3x64x64)
264	   110.91	     1.00	   110.91	     0.02	695526.14	    99.58	  3002.00	     0.03	L2Loss	GPU-0	(1001x1)->(1x1)
265	    27.26	     4.00	   109.05	     0.02	695635.19	    99.59	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x64x256)(1x1x64x256)(1x1)(int32 1x1)(1x1x64x256)(1x1)->(1x1x64x256)
266	   108.77	     1.00	   108.77	     0.02	695743.96	    99.61	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x1024)(1x1x512x1024)(1x1)(int32 1x1)(1x1x512x1024)(1x1)->(1x1x512x1024)
267	     0.95	   112.00	   106.86	     0.02	695850.82	    99.62	     0.00	     0.00	Const	GPU-0	(no input)->(int32 4x1)
268	   105.80	     1.00	   105.80	     0.02	695956.62	    99.64	2097152.00	    19.82	AddN	GPU-0	(1x1x1024x2048)(1x1x1024x2048)->(1x1x1024x2048)
269	    34.12	     3.00	   102.36	     0.01	696058.98	    99.65	196608.00	     1.92	AddN	GPU-0	(1x1x512x128)(1x1x512x128)->(1x1x512x128)
270	     2.03	    48.00	    97.64	     0.01	696156.62	    99.67	     0.00	     0.00	VariableV2	GPU-0	(no input)->(128x1)
271	    89.88	     1.01	    90.78	     0.01	696247.40	    99.68	    63.63	     0.00	Sum	GPU-0	(64x1)(int32 1x1)->(1x1)
272	     2.13	    42.00	    89.27	     0.01	696336.67	    99.69	     0.00	     0.00	VariableV2	GPU-0	(no input)->(64x1)
273	  8580.00	     0.01	    85.80	     0.01	696422.47	    99.71	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(64 bytes)
274	    85.30	     1.00	    85.30	     0.01	696507.77	    99.72	 63063.00	     0.74	BiasAddGrad	GPU-0	(64x1001)->(1001x1)
275	    76.34	     1.01	    77.10	     0.01	696584.87	    99.73	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1x1)(1x1)->(1x1)
276	    15.26	     5.00	    76.31	     0.01	696661.18	    99.74	     5.00	     0.00	LessEqual	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
277	    75.08	     1.00	    75.08	     0.01	696736.26	    99.75	     1.00	     0.00	Add	GPU-0	(1x1)(1x1)->(1x1)
278	     2.09	    36.00	    75.08	     0.01	696811.34	    99.76	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1024x1)
279	    70.98	     1.00	    70.98	     0.01	696882.32	    99.77	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(5 bytes)
280	    67.66	     1.00	    67.66	     0.01	696949.98	    99.78	 64064.00	     0.95	Mul	GPU-0	(64x1)(64x1001)->(64x1001)
281	    15.82	     4.00	    63.28	     0.01	697013.26	    99.79	     4.00	     0.00	Greater	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
282	    57.65	     1.00	    57.65	     0.01	697070.91	    99.80	     0.00	     0.00	Cast	GPU-0	(boolean 5x1)->(int32 5x1)
283	     0.95	    60.00	    57.22	     0.01	697128.13	    99.81	     0.00	     0.00	Identity	GPU-0	(256x1)->(256x1)
284	    52.88	     1.00	    52.88	     0.01	697181.01	    99.81	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x256)(1x1x512x256)(1x1)(int32 1x1)(1x1x512x256)(1x1)->(1x1x512x256)
285	    50.85	     1.00	    50.85	     0.01	697231.86	    99.82	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(20 bytes)
286	    50.84	     1.00	    50.84	     0.01	697282.70	    99.83	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(64x224x224x3)(int32 64x1)
287	    50.69	     1.00	    50.69	     0.01	697333.39	    99.84	     0.00	     0.00	Iterator	CPU-0	(no input)->(tf_resource 1x1)
288	    50.61	     1.00	    50.61	     0.01	697384.00	    99.84	524288.00	    10.36	AddN	GPU-0	(1x1x512x1024)(1x1x512x1024)->(1x1x512x1024)
289	     4.00	    12.00	    48.06	     0.01	697432.06	    99.85	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x1024)
290	    23.68	     2.00	    47.35	     0.01	697479.41	    99.86	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x64)(1x1x256x64)(1x1)(int32 1x1)(1x1x256x64)(1x1)->(1x1x256x64)
