Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
AddN@GPU-0@(1x1x1024x512)(1x1x1024x512)->(1x1x1024x512)	182.72	45.71	3.9973747538831765	182.72	45.71	3.9973747538831765	1.00	1.00	1.0	700466.69	0.0002594033170035028	0.9944362020384434	692966.7900000007	6.544269030704979e-05	0.9921157521557741
MatMul@GPU-0@(64x2048)(64x1001)->(2048x1001)	177.91	161.02	1.1048938020121724	177.91	161.02	1.1048938020121724	1.00	1.00	1.0	700644.6	0.0002525746723297569	0.9946887767107732	693127.8100000008	0.00023053121840387568	0.992346283374178
ApplyMomentum@GPU-0@(2048x1)(2048x1)(1x1)(int32 1x1)(2048x1)(1x1)->(2048x1)	28.52	30.38	0.9387755102040817	171.11	182.29	0.9386691535465468	6.00	6.00	1.0	700815.71	0.00024292087112778767	0.9949316975819009	693310.1000000008	0.00026098333003876845	0.9926072667042167
ApplyMomentum@GPU-0@(1x1x1024x512)(1x1x1024x512)(1x1)(int32 1x1)(1x1x1024x512)(1x1)->(1x1x1024x512)	167.76	155.43	1.0793283149971047	167.76	155.43	1.0793283149971047	1.00	1.00	1.0	700983.47	0.00023816495435917046	0.99516986253626	693465.5300000008	0.00022252805413311636	0.9928297947583499
ImageSummary@CPU-0@(string 1x1)(64x224x224x3)(int32 64x1)->(string 1x1)	13921.00	14454.00	0.963124394631244	139.21	144.54	0.9631243946312441	0.01	0.01	1.0	701122.6799999999	0.00019763318607737317	0.9953674957223374	693610.0700000009	0.00020693691658238845	0.9930367316749322
MatMul@GPU-0@(64x2048)(2048x1001)->(64x1001)	134.88	118.30	1.1401521555367709	134.88	118.30	1.1401521555367709	1.00	1.00	1.0	701257.5599999999	0.0001914859861943545	0.9955589817085317	693728.3700000009	0.0001693692903811855	0.9932061009653134
VariableV2@GPU-0@(no input)->(512x1)	2.09	2.04	1.0245098039215685	125.29	122.57	1.0221914008321777	60.00	60.00	1.0	701382.85	0.0001778712871462832	0.995736852995678	693850.9400000009	0.00017548261979731113	0.9933815835851106
Sum@GPU-0@(64x1)(int32 1x1)->(1x1)	123.91	89.88	1.3786159323542502	125.15	90.78	1.3786076228244106	1.01	1.01	1.0	701508.0	0.00017767253241565443	0.9959145255280937	693941.7200000009	0.00012996909704821657	0.9935115526821588
Add@GPU-0@(1x1)(1x1)->(1x1)	109.39	75.08	1.4569792221630262	109.39	75.08	1.4569792221630262	1.00	1.00	1.0	701617.39	0.00015529842845344335	0.9960698239565471	694016.8000000009	0.00010749151582264926	0.9936190441979815
ApplyMomentum@GPU-0@(3x3x128x128)(3x3x128x128)(1x1)(int32 1x1)(3x3x128x128)(1x1)->(3x3x128x128)	27.00	49.61	0.5442451118726064	107.99	198.43	0.5442221438290581	4.00	4.00	1.0	701725.38	0.00015331088114715557	0.9962231348376942	694215.2300000009	0.00028409085621588034	0.9939031350541974
ApplyMomentum@GPU-0@(1x1x512x128)(1x1x512x128)(1x1)(int32 1x1)(1x1x512x128)(1x1)->(1x1x512x128)	35.79	51.43	0.695897336185106	107.37	154.28	0.6959424423126783	3.00	3.00	1.0	701832.75	0.00015243068162579956	0.99637556551932	694369.5100000009	0.00022088160710067033	0.994124016661298
Const@GPU-0@(no input)->(int32 4x1)	0.94	0.95	0.9894736842105263	105.72	106.86	0.9893318360471645	112.00	112.00	1.0	701938.47	0.00015008821515767465	0.9965256537344778	694476.3700000009	0.00015299072164102692	0.994277007382939
VariableV2@GPU-0@(no input)->(128x1)	2.18	2.03	1.0738916256157638	104.70	97.64	1.07230643179025	48.00	48.00	1.0	702043.1699999999	0.0001486401449773793	0.9966742938794552	694574.0100000009	0.00013979051152002497	0.994416797894459
BiasAdd@GPU-0@(64x1001)(1001x1)->(64x1001)	102.45	211.81	0.48368821113261884	102.45	211.81	0.48368821113261884	1.00	1.00	1.0	702145.6199999999	0.00014544587252084533	0.996819739751976	694785.820000001	0.00030324690951512176	0.9947200448039741
MEMCPYDtoH@GPU-0@(Transfer)->(5 bytes)	102.33	70.98	1.44167371090448	102.33	70.98	1.44167371090448	1.00	1.00	1.0	702247.9499999998	0.00014527551132316352	0.9969650152632992	694856.800000001	0.00010162157422871132	0.9948216663782028
