resnet_model/batch_normalization_40/FusedBatchNorm	FusedBatchNorm	GPU-0	0	19978	19978	(64x512x14x14)(512x1)(512x1)(1x1)(1x1)->(64x512x14x14)(512x1 slot 1 slot )(512x1 slot 2 slot )(512x1 slot 3 slot )(512x1 slot 4 slot )	50	50	0
add	Add	GPU-0	0	107	107	(1x1)(1x1)->(1x1)	50	50	0
gradients/AddN_6	AddN	GPU-0	0	4059	4059	(1x1x512x2048)(1x1x512x2048)->(1x1x512x2048)	50	50	0
resnet_model/batch_normalization_21/gamma/read	Identity	GPU-0	19	48	126	(512x1)->(512x1)	0	50	0
resnet_model/batch_normalization_28/gamma/Momentum	VariableV2	GPU-0	6	111	184	(no input)->(256x1)	0	50	0
ConstantFolding/gradients/resnet_model/conv2d_51/Conv2D_grad/ShapeN-matshapes-0	Const	GPU-0	15	53	124	(no input)->(int32 4x1)	0	50	0
ConstantFolding/gradients/resnet_model/conv2d_44/Conv2D_grad/ShapeN-matshapes-0	Const	GPU-0	7	34	86	(no input)->(int32 4x1)	0	50	0
gradients/resnet_model/conv2d_41/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	118636	118636	(64x256x14x14)(int32 4x1)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(3x3x256x256)	50	50	0
resnet_model/batch_normalization_2/moving_variance/read	Identity	GPU-0	13	55	119	(64x1)->(64x1)	0	50	0
resnet_model/batch_normalization_44/beta/Momentum	VariableV2	GPU-0	14	95	178	(no input)->(512x1)	0	50	0
resnet_model/batch_normalization_27/AssignMovingAvg_1	AssignSub	GPU-0	0	92	92	(1024x1)(1024x1)->(1024x1)	50	50	0
resnet_model/batch_normalization_3/AssignMovingAvg/mul	Mul	GPU-0	0	96	96	(256x1)(1x1)->(256x1)	50	50	0
edge_407_PiecewiseConstant/LessEqual/MEMCPYHtoD	MEMCPYHtoD	GPU-0	0	50	50	(Transfer)->(1 bytes)	0	0	50
ConstantFolding/gradients/resnet_model/conv2d_49/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	7	38	90	(no input)->(int32 4x1)	0	50	0
resnet_model/batch_normalization_43/beta/Momentum	VariableV2	GPU-0	10	133	195	(no input)->(512x1)	0	50	0
resnet_model/batch_normalization_16/beta/Momentum	VariableV2	GPU-0	22	94	169	(no input)->(128x1)	0	50	0
resnet_model/batch_normalization/moving_variance/read	Identity	GPU-0	12	51	113	(64x1)->(64x1)	0	50	0
gradients/AddN_64	AddN	GPU-0	0	196650	196650	(64x256x56x56)(64x256x56x56)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x256x56x56)	50	50	0
resnet_model/batch_normalization_47/moving_variance/read	Identity	GPU-0	18	44	111	(512x1)->(512x1)	0	50	0
gradients/L2Loss_8_grad/mul	Mul	GPU-0	0	125	125	(1x1x256x64)(1x1)->(1x1x256x64)	50	50	0
edge_320_Cast_57/MEMCPYDtoH	MEMCPYDtoH	GPU-0	0	63	63	(Transfer)->(4 bytes)	0	0	50
resnet_model/batch_normalization_19/moving_variance	VariableV2	GPU-0	9	94	150	(no input)->(128x1)	0	50	0
resnet_model/batch_normalization_25/moving_mean	VariableV2	GPU-0	10	101	168	(no input)->(256x1)	0	50	0
resnet_model/conv2d_10/kernel/read	Identity	GPU-0	16	38	129	(1x1x64x256)->(1x1x64x256)	0	50	0
gradients/resnet_model/batch_normalization_48/FusedBatchNorm_grad/FusedBatchNormGrad	FusedBatchNormGrad	GPU-0	0	28761	28761	(64x2048x7x7)(64x2048x7x7)(2048x1)(2048x1)(2048x1)->(64x2048x7x7)(2048x1 slot 1 slot )(2048x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	50	50	0
gradients/AddN_25	AddN	GPU-0	0	995	995	(1x1x1024x256)(1x1x1024x256)->(1x1x1024x256)	50	50	0
Momentum/update_resnet_model/conv2d_51/kernel/ApplyMomentum	ApplyMomentum	GPU-0	0	18162	18162	(3x3x512x512)(3x3x512x512)(1x1)(int32 1x1 slot 1 slot )(3x3x512x512)(1x1)->(3x3x512x512)	50	50	0
resnet_model/batch_normalization_45/AssignMovingAvg	AssignSub	GPU-0	0	114	114	(2048x1)(2048x1)->(2048x1)	50	50	0
gradients/AddN_37	AddN	GPU-0	0	2194	2194	(3x3x256x256)(3x3x256x256)->(3x3x256x256)	50	50	0
resnet_model/batch_normalization_41/gamma/Momentum	VariableV2	GPU-0	9	95	151	(no input)->(512x1)	0	50	0
resnet_model/batch_normalization_21/moving_mean	VariableV2	GPU-0	9	103	171	(no input)->(512x1)	0	50	0
resnet_model/conv2d_42/kernel	VariableV2	GPU-0	6	127	181	(no input)->(1x1x256x1024)	0	50	0
resnet_model/add_12	Add	GPU-0	0	49989	49989	(64x1024x14x14)(64x1024x14x14)->(64x1024x14x14)	50	50	0
gradients/resnet_model/conv2d_29/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	GPU-0	0	112929	112929	(int32 4x1)(3x3x256x256)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(64x256x14x14)	50	50	0
PiecewiseConstant/case/Cast	Cast	GPU-0	0	98	98	(boolean 5x1)->(int32 5x1)	50	50	0
ConstantFolding/gradients/resnet_model/conv2d_31/Conv2D_grad/ShapeN-matshapes-0	Const	GPU-0	20	52	138	(no input)->(int32 4x1)	0	50	0
resnet_model/batch_normalization_3/beta	VariableV2	GPU-0	6	99	151	(no input)->(256x1)	0	50	0
resnet_model/Relu_5	Relu	GPU-0	0	33419	33419	(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(64x1 slot 3 slot )(64x1 slot 4 slot )->(64x64x56x56)	50	50	0
resnet_model/batch_normalization_4/beta/read	Identity	GPU-0	13	43	103	(64x1)->(64x1)	0	50	0
gradients/resnet_model/batch_normalization_1/FusedBatchNorm_grad/FusedBatchNormGrad	FusedBatchNormGrad	GPU-0	0	83266	83266	(64x64x56x56)(64x64x56x56)(64x1)(64x1)(64x1)->(64x64x56x56)(64x1 slot 1 slot )(64x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	50	50	0
resnet_model/conv2d_32/Conv2D	Conv2D	GPU-0	0	111004	111004	(64x256x14x14)(3x3x256x256)->(64x256x14x14)	50	50	0
resnet_model/batch_normalization_34/AssignMovingAvg_1/mul	Mul	GPU-0	0	96	96	(256x1)(1x1)->(256x1)	50	50	0
resnet_model/batch_normalization_8/beta/read	Identity	GPU-0	21	40	107	(64x1)->(64x1)	0	50	0
gradients/resnet_model/conv2d_43/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	447859	447859	(64x1024x14x14)(int32 4x1)(64x2048x7x7)->(1x1x1024x2048)	50	50	0
resnet_model/batch_normalization_3/AssignMovingAvg_1/mul	Mul	GPU-0	0	90	90	(256x1)(1x1)->(256x1)	50	50	0
resnet_model/conv2d_25/kernel/Momentum	VariableV2	GPU-0	14	106	185	(no input)->(1x1x512x256)	0	50	0
resnet_model/conv2d_34/kernel/read	Identity	GPU-0	16	44	145	(1x1x1024x256)->(1x1x1024x256)	0	50	0
resnet_model/batch_normalization_35/moving_mean	VariableV2	GPU-0	13	102	171	(no input)->(256x1)	0	50	0
resnet_model/batch_normalization_3/moving_variance	VariableV2	GPU-0	12	84	150	(no input)->(256x1)	0	50	0
resnet_model/conv2d_44/kernel/read	Identity	GPU-0	15	50	154	(1x1x1024x512)->(1x1x1024x512)	0	50	0
resnet_model/Relu_23	Relu	GPU-0	0	8391	8391	(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )->(64x256x14x14)	50	50	0
resnet_model/batch_normalization_39/moving_mean/read	Identity	GPU-0	30	61	142	(1024x1)->(1024x1)	0	50	0
resnet_model/batch_normalization_6/moving_mean/read	Identity	GPU-0	24	34	116	(256x1)->(256x1)	0	50	0
gradients/L2Loss_54_grad/mul	Mul	GPU-0	0	103	103	(1001x1)(1x1)->(1001x1)	50	50	0
Momentum/update_resnet_model/conv2d_37/kernel/ApplyMomentum	ApplyMomentum	GPU-0	0	2024	2024	(1x1x1024x256)(1x1x1024x256)(1x1)(int32 1x1 slot 1 slot )(1x1x1024x256)(1x1)->(1x1x1024x256)	50	50	0
resnet_model/batch_normalization_20/beta/read	Identity	GPU-0	19	43	105	(128x1)->(128x1)	0	50	0
resnet_model/batch_normalization_44/AssignMovingAvg/sub_1	Sub	GPU-0	0	110	110	(512x1)(512x1)->(512x1)	50	50	0
resnet_model/batch_normalization_31/beta	VariableV2	GPU-0	14	94	156	(no input)->(256x1)	0	50	0
resnet_model/batch_normalization_48/AssignMovingAvg/sub_1	Sub	GPU-0	0	122	122	(2048x1)(2048x1)->(2048x1)	50	50	0
gradients/resnet_model/Relu_44_grad/ReluGrad	ReluGrad	GPU-0	0	6221	6221	(64x512x7x7)(64x512x7x7)->(64x512x7x7)	50	50	0
resnet_model/conv2d_24/kernel	VariableV2	GPU-0	11	106	172	(no input)->(1x1x512x1024)	0	50	0
resnet_model/batch_normalization_39/moving_variance	VariableV2	GPU-0	13	84	140	(no input)->(1024x1)	0	50	0
ConstantFolding/gradients/resnet_model/conv2d_9/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	22	57	148	(no input)->(int32 4x1)	0	50	0
Momentum/update_resnet_model/batch_normalization_14/gamma/ApplyMomentum	ApplyMomentum	GPU-0	0	175	175	(128x1)(128x1)(1x1)(int32 1x1 slot 1 slot )(128x1)(1x1)->(128x1)	50	50	0
resnet_model/batch_normalization_22/AssignMovingAvg/sub_1	Sub	GPU-0	0	105	105	(256x1)(256x1)->(256x1)	50	50	0
resnet_model/batch_normalization_27/gamma/read	Identity	GPU-0	33	46	142	(1024x1)->(1024x1)	0	50	0
resnet_model/batch_normalization_6/moving_variance	VariableV2	GPU-0	7	99	155	(no input)->(256x1)	0	50	0
resnet_model/batch_normalization_9/AssignMovingAvg_1	AssignSub	GPU-0	0	93	93	(256x1)(256x1)->(256x1)	50	50	0
ConstantFolding/gradients/resnet_model/conv2d_52/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	13	36	92	(no input)->(int32 4x1)	0	50	0
resnet_model/batch_normalization_12/beta/read	Identity	GPU-0	16	43	108	(512x1)->(512x1)	0	50	0
gradients/resnet_model/Relu_36_grad/ReluGrad	ReluGrad	GPU-0	0	49591	49591	(64x1024x14x14)(64x1024x14x14)->(64x1024x14x14)	50	50	0
resnet_model/batch_normalization_39/moving_mean	VariableV2	GPU-0	14	98	173	(no input)->(1024x1)	0	50	0
resnet_model/conv2d_35/kernel/Momentum	VariableV2	GPU-0	8	101	179	(no input)->(3x3x256x256)	0	50	0
resnet_model/batch_normalization_28/moving_variance	VariableV2	GPU-0	14	79	137	(no input)->(256x1)	0	50	0
resnet_model/batch_normalization_26/moving_mean	VariableV2	GPU-0	11	105	178	(no input)->(256x1)	0	50	0
resnet_model/conv2d_42/kernel/read	Identity	GPU-0	13	41	135	(1x1x256x1024)->(1x1x256x1024)	0	50	0
resnet_model/batch_normalization_16/moving_mean	VariableV2	GPU-0	10	122	184	(no input)->(128x1)	0	50	0
L2Loss_15	L2Loss	GPU-0	0	349	349	(1x1x512x128)->(1x1)	50	50	0
resnet_model/batch_normalization_1/moving_mean/read	Identity	GPU-0	14	57	122	(64x1)->(64x1)	0	50	0
resnet_model/conv2d_22/kernel	VariableV2	GPU-0	28	109	197	(no input)->(3x3x128x128)	0	50	0
resnet_model/batch_normalization_37/AssignMovingAvg_1/mul	Mul	GPU-0	0	91	91	(256x1)(1x1)->(256x1)	50	50	0
resnet_model/batch_normalization_8/gamma	VariableV2	GPU-0	12	95	154	(no input)->(64x1)	0	50	0
resnet_model/Relu_11	Relu	GPU-0	0	16796	16796	(64x128x28x28)(128x1 slot 1 slot )(128x1 slot 2 slot )(128x1 slot 3 slot )(128x1 slot 4 slot )->(64x128x28x28)	50	50	0
resnet_model/batch_normalization_43/beta/read	Identity	GPU-0	17	46	104	(512x1)->(512x1)	0	50	0
resnet_model/batch_normalization_9/AssignMovingAvg_1/mul	Mul	GPU-0	0	94	94	(256x1)(1x1)->(256x1)	50	50	0
resnet_model/batch_normalization_33/moving_variance	VariableV2	GPU-0	12	78	140	(no input)->(1024x1)	0	50	0
L2Loss_22	L2Loss	GPU-0	0	529	529	(3x3x128x128)->(1x1)	50	50	0
resnet_model/batch_normalization_34/AssignMovingAvg/sub_1	Sub	GPU-0	0	105	105	(256x1)(256x1)->(256x1)	50	50	0
gradients/resnet_model/batch_normalization_36/FusedBatchNorm_grad/FusedBatchNormGrad	FusedBatchNormGrad	GPU-0	0	56746	56746	(64x1024x14x14)(64x1024x14x14)(1024x1)(1024x1)(1024x1)->(64x1024x14x14)(1024x1 slot 1 slot )(1024x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	50	50	0
resnet_model/batch_normalization_42/AssignMovingAvg_1	AssignSub	GPU-0	0	101	101	(2048x1)(2048x1)->(2048x1)	50	50	0
resnet_model/batch_normalization_32/AssignMovingAvg	AssignSub	GPU-0	0	108	108	(256x1)(256x1)->(256x1)	50	50	0
gradients/resnet_model/conv2d_40/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	132837	132837	(64x1024x14x14)(int32 4x1)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(1x1x1024x256)	50	50	0
resnet_model/batch_normalization_2/gamma	VariableV2	GPU-0	9	97	154	(no input)->(64x1)	0	50	0
gradients/resnet_model/batch_normalization_14/FusedBatchNorm_grad/FusedBatchNormGrad	FusedBatchNormGrad	GPU-0	0	42260	42260	(64x128x28x28)(64x128x28x28)(128x1)(128x1)(128x1)->(64x128x28x28)(128x1 slot 1 slot )(128x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )	50	50	0
resnet_model/batch_normalization_6/AssignMovingAvg_1	AssignSub	GPU-0	0	107	107	(256x1)(256x1)->(256x1)	50	50	0
resnet_model/batch_normalization_8/AssignMovingAvg	AssignSub	GPU-0	0	103	103	(64x1)(64x1)->(64x1)	50	50	0
resnet_model/batch_normalization_37/gamma/Momentum	VariableV2	GPU-0	13	81	136	(no input)->(256x1)	0	50	0
gradients/L2Loss_16_grad/mul	Mul	GPU-0	0	396	396	(3x3x128x128)(1x1)->(3x3x128x128)	50	50	0
resnet_model/conv2d_7/Conv2D	Conv2D	GPU-0	0	143774	143774	(64x64x56x56)(1x1x64x256)->(64x256x56x56)	50	50	0
resnet_model/batch_normalization_16/AssignMovingAvg_1/mul	Mul	GPU-0	0	86	86	(128x1)(1x1)->(128x1)	50	50	0
gradients/resnet_model/conv2d_37/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	132807	132807	(64x1024x14x14)(int32 4x1)(64x256x14x14)(256x1 slot 1 slot )(256x1 slot 2 slot )(1x1 slot 3 slot )(1x1 slot 4 slot )->(1x1x1024x256)	50	50	0
Momentum/update_resnet_model/batch_normalization_15/beta/ApplyMomentum	ApplyMomentum	GPU-0	0	187	187	(512x1)(512x1)(1x1)(int32 1x1 slot 1 slot )(512x1)(1x1)->(512x1)	50	50	0
gradients/resnet_model/conv2d/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	455666	455666	(64x3x230x230)(int32 4x1)(64x64x112x112)->(7x7x3x64)	50	50	0
ConstantFolding/gradients/resnet_model/conv2d_48/Conv2D_grad/ShapeN-matshapes-0	Const	GPU-0	15	46	123	(no input)->(int32 4x1)	0	50	0
resnet_model/batch_normalization_39/gamma/read	Identity	GPU-0	18	42	123	(1024x1)->(1024x1)	0	50	0
resnet_model/batch_normalization_9/FusedBatchNorm	FusedBatchNorm	GPU-0	0	204028	204028	(64x256x56x56)(256x1)(256x1)(1x1)(1x1)->(64x256x56x56)(256x1 slot 1 slot )(256x1 slot 2 slot )(256x1 slot 3 slot )(256x1 slot 4 slot )	50	50	0
resnet_model/batch_normalization_13/moving_variance/read	Identity	GPU-0	17	50	117	(128x1)->(128x1)	0	50	0
ConstantFolding/gradients/resnet_model/conv2d_9/Conv2D_grad/ShapeN-matshapes-0	Const	GPU-0	9	40	101	(no input)->(int32 4x1)	0	50	0
resnet_model/batch_normalization_31/gamma/Momentum	VariableV2	GPU-0	12	82	153	(no input)->(256x1)	0	50	0
resnet_model/batch_normalization_43/moving_variance/read	Identity	GPU-0	15	61	127	(512x1)->(512x1)	0	50	0
gradients/resnet_model/conv2d_33/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	122461	122461	(64x256x14x14)(int32 4x1)(64x1024x14x14)->(1x1x256x1024)	50	50	0
gradients/resnet_model/conv2d_1/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	GPU-0	0	264342	264342	(64x64x56x56)(int32 4x1)(64x256x56x56)->(1x1x64x256)	50	50	0
resnet_model/conv2d_45/kernel/read	Identity	GPU-0	15	43	145	(3x3x512x512)->(3x3x512x512)	0	50	0
resnet_model/batch_normalization_12/AssignMovingAvg_1/sub_1	Sub	GPU-0	0	91	91	(512x1)(512x1)->(512x1)	50	50	0
resnet_model/batch_normalization_18/gamma/read	Identity	GPU-0	19	40	123	(512x1)->(512x1)	0	50	0
resnet_model/batch_normalization_26/AssignMovingAvg	AssignSub	GPU-0	0	104	104	(256x1)(256x1)->(256x1)	50	50	0
resnet_model/add_8	Add	GPU-0	0	49378	49378	(64x1024x14x14)(64x1024x14x14)->(64x1024x14x14)	50	50	0
resnet_model/batch_normalization_25/gamma/Momentum	VariableV2	GPU-0	10	87	141	(no input)->(256x1)	0	50	0
resnet_model/batch_normalization_41/moving_variance	VariableV2	GPU-0	13	99	165	(no input)->(512x1)	0	50	0
Cast_57	Cast	GPU-0	0	123	123	(int64 1x1)->(int32 1x1)	50	50	0
gradients/L2Loss_7_grad/mul	Mul	GPU-0	0	131	131	(1x1x64x256)(1x1)->(1x1x64x256)	50	50	0
resnet_model/conv2d_13/kernel	VariableV2	GPU-0	4	112	171	(no input)->(3x3x128x128)	0	50	0
resnet_model/batch_normalization_35/gamma/read	Identity	GPU-0	19	42	116	(256x1)->(256x1)	0	50	0
resnet_model/batch_normalization_36/gamma/read	Identity	GPU-0	17	39	118	(1024x1)->(1024x1)	0	50	0
gradients/resnet_model/Relu_43_grad/ReluGrad	ReluGrad	GPU-0	0	6219	6219	(64x512x7x7)(64x512x7x7)->(64x512x7x7)	50	50	0
resnet_model/add	Add	GPU-0	0	199643	199643	(64x256x56x56)(64x256x56x56)->(64x256x56x56)	50	50	0
resnet_model/conv2d_30/kernel/read	Identity	GPU-0	32	42	153	(1x1x256x1024)->(1x1x256x1024)	0	50	0
ConstantFolding/gradients/resnet_model/conv2d_11/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	9	33	96	(no input)->(int32 4x1)	0	50	0
resnet_model/batch_normalization_43/AssignMovingAvg/mul	Mul	GPU-0	0	111	111	(512x1)(1x1)->(512x1)	50	50	0
ConstantFolding/gradients/resnet_model/conv2d_43/Conv2D_grad/ShapeN-matshapes-1	Const	GPU-0	9	30	86	(no input)->(int32 4x1)	0	50	0
resnet_model/batch_normalization_19/gamma	VariableV2	GPU-0	11	110	169	(no input)->(128x1)	0	50	0
resnet_model/conv2d_33/kernel/Momentum	VariableV2	GPU-0	14	93	167	(no input)->(1x1x256x1024)	0	50	0
resnet_model/conv2d_15/Conv2D	Conv2D	GPU-0	0	93655	93655	(64x512x28x28)(1x1x512x128)->(64x128x28x28)	50	50	0
resnet_model/batch_normalization_15/AssignMovingAvg_1	AssignSub	GPU-0	0	91	91	(512x1)(512x1)->(512x1)	50	50	0
Momentum/update_resnet_model/batch_normalization_5/gamma/ApplyMomentum	ApplyMomentum	GPU-0	0	177	177	(64x1)(64x1)(1x1)(int32 1x1 slot 1 slot )(64x1)(1x1)->(64x1)	50	50	0
gradients/resnet_model/Relu_8_grad/ReluGrad	ReluGrad	GPU-0	0	49362	49362	(64x64x56x56)(64x64x56x56)->(64x64x56x56)	50	50	0
Momentum/update_resnet_model/batch_normalization_2/gamma/ApplyMomentum	ApplyMomentum	GPU-0	0	183	183	(64x1)(64x1)(1x1)(int32 1x1 slot 1 slot )(64x1)(1x1)->(64x1)	50	50	0
