Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
ResourceApplyAdam@GPU-0@(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(64x1)->(no output info)	8.62	8.68	0.9930875576036866	8.62	8.68	0.9930875576036866	1.00	1.00	1.0	9278.2	0.0009073493189617054	0.9766320709037697	9190.269999999999	0.0009224533433088649	0.9766814847247882
ResourceApplyAdam@GPU-0@(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(32x1)->(no output info)	8.54	8.46	1.0094562647754135	8.54	8.46	1.0094562647754135	1.00	1.00	1.0	9286.740000000002	0.0008989284436117128	0.9775309993473814	9198.729999999998	0.0008990731894461979	0.9775805579142344
RandomUniform@GPU-0@(int32 2x1)->(100x1024)	8.14	8.07	1.0086741016109046	8.14	8.07	1.0086741016109046	1.00	1.00	1.0	9294.880000000001	0.0008568240668617498	0.9783878234142431	9206.799999999997	0.000857626553053288	0.9784381844672877
Const@GPU-0@(no input)->(int32 1x1)	1.32	1.21	1.090909090909091	7.90	7.27	1.0866574965612106	6.00	6.00	1.0	9302.78	0.0008315614408117718	0.9792193848550549	9214.069999999998	0.0007726078117344985	0.9792107922790222
VariableV2@GPU-0@(no input)->(1x1)	3.84	3.52	1.0909090909090908	7.75	7.12	1.0884831460674158	2.02	2.02	1.0	9310.53	0.0008157722995305357	0.9800351571545854	9221.189999999999	0.0007566667977372256	0.9799674590767594
Mul@GPU-0@(100x1024)(100x1024)->(100x1024)	3.77	3.44	1.0959302325581395	7.54	6.87	1.0975254730713246	2.00	2.00	1.0	9318.070000000002	0.0007936675017368051	0.9808288246563223	9228.06	0.000730098441075104	0.9806975575178345
BiasAddGrad@GPU-0@(100x10)->(10x1)	7.46	7.29	1.0233196159122084	7.46	7.29	1.0233196159122084	1.00	1.00	1.0	9325.53	0.0007852466263868124	0.981614071282709	9235.35	0.0007747332802674683	0.9814722907981019
Pack@GPU-0@(int32 1x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 4x1)	7.02	6.90	1.017391304347826	7.02	6.90	1.017391304347826	1.00	1.00	1.0	9332.550000000001	0.0007389318119618529	0.9823530030946709	9242.25	0.0007332866438745586	0.9822055774419765
Mul@GPU-0@(100x1024)(1x1)->(100x1024)	3.33	3.33	1.0	6.66	6.65	1.0015037593984961	2.00	2.00	1.0	9339.210000000001	0.0007010378728868862	0.9830540409675578	9248.9	0.0007067182872124368	0.9829122957291889
ReluGrad@GPU-0@(100x1024)(100x1024)->(100x1024)	5.28	5.11	1.0332681017612524	5.28	5.11	1.0332681017612524	1.00	1.00	1.0	9344.490000000002	0.0005557777730995134	0.9836098187406573	9254.01	0.0005430572101737673	0.9834553529393627
Shape@CPU-0@(100x784)(int32 100x1)->(int32 2x1)	5.26	5.07	1.0374753451676528	5.26	5.07	1.0374753451676528	1.00	1.00	1.0	9349.750000000002	0.0005536725542620151	0.9841634912949193	9259.08	0.0005388062731078278	0.9839941592124706
IsVariableInitialized@GPU-0@(int64 1x1)->(boolean 1x1)	5.16	5.21	0.9904030710172745	5.16	5.21	0.9904030710172745	1.00	1.00	1.0	9354.910000000002	0.0005431464600745244	0.9847066377549938	9264.289999999999	0.0005536845528386158	0.9845478437653092
StridedSlice@GPU-0@(int32 4x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)	4.64	4.69	0.9893390191897653	4.64	4.69	0.9893390191897653	1.00	1.00	1.0	9359.550000000001	0.0004884107702995723	0.9851950485252934	9268.98	0.0004984223709814028	0.9850462661362906
NoOp@GPU-0@(no input)->(no output info)	4.61	4.49	1.0267260579064588	4.61	4.49	1.0267260579064588	1.00	1.00	1.0	9364.160000000002	0.0004852529420433251	0.9856803014673368	9273.47	0.00047716768565170546	0.9855234338219424
ShapeN@GPU-0@(100x32x14x14)(5x5x32x64)->(int32 4x1)(int32 4x1)	4.58	4.53	1.011037527593819	4.58	4.53	1.011037527593819	1.00	1.00	1.0	9368.740000000002	0.00048209511378707783	0.9861623965811238	9278.0	0.0004814186227176449	0.9860048524446601
BiasAddGrad@GPU-0@(100x1024)->(1024x1)	4.54	4.30	1.0558139534883721	4.54	4.30	1.0558139534883721	1.00	1.00	1.0	9373.280000000002	0.00047788467611208156	0.9866402812572359	9282.3	0.00045697573458849293	0.9864618281792485
BiasAdd@GPU-0@(100x1024)(1024x1)->(100x1024)	4.37	4.30	1.016279069767442	4.37	4.30	1.016279069767442	1.00	1.00	1.0	9377.650000000003	0.00045999031599334723	0.9871002715732292	9286.599999999999	0.00045697573458849293	0.986918803913837
ReadVariableOp@GPU-0@(tf_resource 1x1)->(5x5x1x32)	4.12	3.93	1.0483460559796438	4.12	3.93	1.0483460559796438	1.00	1.00	1.0	9381.770000000004	0.00043367508052462024	0.9875339466537538	9290.529999999999	0.0004176545667285529	0.9873364584805656
BroadcastGradientArgs@GPU-0@(int32 2x1)(int32 1x1)->(int32 1x1)(int32 2x1)	4.06	4.28	0.9485981308411213	4.06	4.28	0.9485981308411213	1.00	1.00	1.0	9385.830000000004	0.00042735942401212574	0.987961306077766	9294.81	0.0004548502660555233	0.9877913087466211
