Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
NoOp@GPU-0@(no input)->(no output info)	6.33	5.36	1.1809701492537312	6.33	5.36	1.1809701492537312	1.00	1.00	1.0	224352.2600000001	2.8207804444427e-05	0.999760612440007	225102.23999999996	2.3805748644160455e-05	0.9997625643055
VariableV2@GPU-0@(no input)->(128x224x224x3)	4.42	4.66	0.9484978540772532	4.42	4.66	0.9484978540772532	1.00	1.00	1.0	224356.6800000001	1.9696444809536703e-05	0.9997803088848166	225106.89999999997	2.069678893316935e-05	0.9997832610944332
VariableV2@GPU-0@(no input)->(5x5x64x192)	3.58	2.84	1.2605633802816902	3.58	2.84	1.2605633802816902	1.00	1.00	1.0	224360.2600000001	1.5953229053878144e-05	0.9997962621138705	225109.73999999996	1.2613493684592478e-05	0.9997958745881178
VariableV2@GPU-0@(no input)->(11x11x3x64)	3.31	2.73	1.2124542124542126	3.31	2.73	1.2124542124542126	1.00	1.00	1.0	224363.5700000001	1.4750052560987895e-05	0.9998110121664315	225112.46999999997	1.2124942872865305e-05	0.9998079995309906
VariableV2@GPU-0@(no input)->(3x3x192x384)	2.70	2.42	1.115702479338843	2.70	2.42	1.115702479338843	1.00	1.00	1.0	224366.2700000001	1.2031764928902512e-05	0.9998230439313605	225114.88999999998	1.0748117857997815e-05	0.9998187476488486
_Retval@CPU-0@(256x1)->(no output info)	1.35	1.27	1.062992125984252	2.70	2.54	1.062992125984252	2.00	2.00	1.0	224368.97000000012	1.2031764928902512e-05	0.9998350756962894	225117.43	1.1281082379882005e-05	0.9998300287312285
VariableV2@GPU-0@(no input)->(64x1)	2.66	2.80	0.9500000000000001	2.66	2.80	0.9500000000000001	1.00	1.00	1.0	224371.63000000012	1.1853516559585438e-05	0.999846929212849	225120.22999999998	1.2435838843964416e-05	0.9998424645700724
VariableV2@GPU-0@(no input)->(192x1)	2.59	2.39	1.0836820083682006	2.59	2.39	1.0836820083682006	1.00	1.00	1.0	224374.22000000012	1.1541581913280557e-05	0.9998584707947623	225122.62	1.061487672752677e-05	0.9998530794467999
MEMCPYDtoH@GPU-0@(Transfer)->(1024 bytes)	1.26	1.38	0.9130434782608696	2.52	2.76	0.9130434782608696	2.00	2.00	1.0	224376.7400000001	1.1229647266975678e-05	0.9998697004420293	225125.38	1.2258184003336351e-05	0.9998653376308032
MEMCPYDtoH@GPU-0@(Transfer)->(1536 bytes)	2.50	2.53	0.9881422924901186	2.50	2.53	0.9881422924901186	1.00	1.00	1.0	224379.2400000001	1.1140523082317141e-05	0.9998808409651115	225127.91	1.1236668669724988e-05	0.999876574299473
